Unnamed: 0,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
2481,"A large crowd of people, and at the side a gentleman having his picture taken by a photographer as he poses.",A famous actor is getting photographed on the red carpet in front of his adoring fans.,"A crowd of adoring fans, and at the side a famous actor getting photographed by a photographer as he poses on the red carpet.",neutral,entailment,This is a man in a photo booth. A man in a photo booth at a carnival.
2482,a cyclist,A biker,A pedestrian,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
2483,a cyclist,A biker,A person on a bike,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
2484,Two men are standing and talking on a dock area.,Two sailors tell stories.,Two sailors are telling stories on a ship.,neutral,entailment,Three men and two women stand facing the ocean from the shore on a sunny day. People stand in the ocean waves.
2485,Two men are standing and talking on a dock area.,Two sailors tell stories.,Two men are sitting and not speaking on a dock area.,neutral,contradiction,Three men and two women stand facing the ocean from the shore on a sunny day. People stand in the ocean waves.
2486,Many people gathered inside talking to one another.,Many people are getting in fist fights,Many people are engaged in heated arguments.,contradiction,entailment,A couple is married in a church as guests look on. Guests are attending a funeral.
2487,Many people gathered inside talking to one another.,Many people are getting in fist fights,Many people are standing outside.,contradiction,neutral,A couple is married in a church as guests look on. Guests are attending a funeral.
2488,One child is pointing to the sky and another is trying to block the sun to look,The children are playing in the indoor playground.,"One child is looking up, and another is playing with shadows in the indoor playground.",contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
2489,One child is pointing to the sky and another is trying to block the sun to look,The children are playing in the indoor playground.,One child is playing with a toy plane and another is using a telescope in the indoor playground.,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
2490,A woman is washing dishes.,A woman washes dishes.,A woman washes dishes.,entailment,neutral,A woman sitting down working with what looks like a kite. A woman has a kite.
2491,A woman is washing dishes.,A woman washes dishes.,A woman is drying dishes.,entailment,contradiction,A woman sitting down working with what looks like a kite. A woman has a kite.
2492,A group of men are painting on the side of a building.,People are drawing on a building with chalk.,A group of men are drawing on a building.,contradiction,entailment,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
2493,A group of men are painting on the side of a building.,People are drawing on a building with chalk.,A group of men are drawing on the side of a building.,contradiction,neutral,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
2494,A woman on a bicycle stops by a man who is sitting on a chair holding a typewriter on his lap.,a woman and man are outside,A woman on a bicycle approaches a man who is seated and has a typewriter.,entailment,neutral,A woman in a red and white jacket riding a bicycle. a woman rides a bike
2495,A woman on a bicycle stops by a man who is sitting on a chair holding a typewriter on his lap.,a woman and man are outside,A woman in a library stops by a man who is floating in the air holding nothing.,entailment,contradiction,A woman in a red and white jacket riding a bicycle. a woman rides a bike
2496,A group of teens sit on steps watching a man and woman.,A group of guys sit on steps watching a man and woman.,A group of guys sit on steps watching a man and woman.,neutral,entailment,"A young man dressed in a black t-shirt, blue jeans and a blue baseball cap performs a skateboarding trick on a granite bench in front of a pharmacy building. Teenagers congregate in front of the old pharmacy to skateboard together."
2497,A group of teens sit on steps watching a man and woman.,A group of guys sit on steps watching a man and woman.,A group of elderly sit on steps watching a man and woman.,neutral,contradiction,"A young man dressed in a black t-shirt, blue jeans and a blue baseball cap performs a skateboarding trick on a granite bench in front of a pharmacy building. Teenagers congregate in front of the old pharmacy to skateboard together."
2498,A man in a jacket and necktie sits by some candles,A man sits next to some candles.,A woman in a dress sits by some candles.,entailment,contradiction,Two people are sitting next to a wood-stacked campfire at night. People are sitting outside at night.
2499,A man in a jacket and necktie sits by some candles,A man sits next to some candles.,A man wearing a jacket and necktie sits by some candles.,entailment,neutral,Two people are sitting next to a wood-stacked campfire at night. People are sitting outside at night.
2500,An Indian woman poses for the camera in her bright clothing.,A woman poses for the camera.,An Indian woman poses for the camera.,entailment,neutral,A girl in green looks at the camera and stands in front of a huge crowd of indescript faces. A girl looks at a camera
2501,An Indian woman poses for the camera in her bright clothing.,A woman poses for the camera.,A non-Indian woman poses for the camera in her dull clothing.,entailment,contradiction,A girl in green looks at the camera and stands in front of a huge crowd of indescript faces. A girl looks at a camera
2502,Two kids playing basketball.,kids are practicing their free throws,Two kids playing video games.,neutral,contradiction,Four black teenagers are playing basketball inside a gymnasium while another one watches. Four teenagers practicing for a basketball game.
2503,Two kids playing basketball.,kids are practicing their free throws,Two kids are practicing their free throws.,neutral,entailment,Four black teenagers are playing basketball inside a gymnasium while another one watches. Four teenagers practicing for a basketball game.
2504,A woman with a fan near the street.,A women is hot so she has a fan near her to cool her down,A woman who is hot has a fan near her to cool her down while she is outdoors.,neutral,entailment,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
2505,A woman with a fan near the street.,A women is hot so she has a fan near her to cool her down,A man with an umbrella in a forest.,neutral,contradiction,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
2506,A person sitting down hold 2 items and a camera around their neck holding an instrument.,A person is holding a trumpet.,A person sitting down holds 2 items and a camera around their neck holding a book.,neutral,contradiction,A musician with short blond-hair and wearing a blue scarf and vest plays a string instrument while singing. A tall person with a scarf
2507,A person sitting down hold 2 items and a camera around their neck holding an instrument.,A person is holding a trumpet.,A person sitting down holds 2 items and a camera around their neck holding a musical instrument.,neutral,entailment,A musician with short blond-hair and wearing a blue scarf and vest plays a string instrument while singing. A tall person with a scarf
2508,A man in a brown sweater and a woman smile for their video camera.,Two people are recording themselves.,A man in a brown sweater and a woman frown for their video camera.,entailment,contradiction,This is a man in a photo booth. A man in a photo booth.
2509,A man in a brown sweater and a woman smile for their video camera.,Two people are recording themselves.,A man in a brown sweater and a woman smile for their camera.,entailment,neutral,This is a man in a photo booth. A man in a photo booth.
2510,a group of people sitting on the ground on the sidewalk,A group of people playing basketball.,A group of people standing on the sidewalk.,contradiction,neutral,Man looking at a woman that is smoking on the sidewalk. Men play bingo at shady tables in a local community park.
2511,a group of people sitting on the ground on the sidewalk,A group of people playing basketball.,A group of people playing basketball on the sidewalk.,contradiction,entailment,Man looking at a woman that is smoking on the sidewalk. Men play bingo at shady tables in a local community park.
2512,A man in a red sleeveless shirt curled up in front of a door.,The man is sleeping in front of a door,A man in a red sleeveless shirt is standing up in front of a door.,neutral,contradiction,Two men in animal print pants sleep on a white bed. Two guys are exhausted after making love.
2513,A man in a red sleeveless shirt curled up in front of a door.,The man is sleeping in front of a door,A man in a red sleeveless shirt is sleeping in front of a doorway.,neutral,entailment,Two men in animal print pants sleep on a white bed. Two guys are exhausted after making love.
2514,A dog running up a sandy hill,A dog is running.,A dog moving up a sandy hill,entailment,neutral,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
2515,A dog running up a sandy hill,A dog is running.,A dog not running up a sandy hill.,entailment,contradiction,A dog begins to climb a brick staircase near plants. A dog is going up the stairs.
2516,Five women are all sitting on the floor together working on a project.,Women are all sitting on the floor together working on a project.,Five men are all standing on the ceiling together playing video games.,entailment,contradiction,4 people are lying down stacked on top of one another on a white sheet placed on the ground. 4 people are together with a white sheet.
2517,Five women are all sitting on the floor together working on a project.,Women are all sitting on the floor together working on a project.,Five women are sitting on the floor together working on a project.,entailment,neutral,4 people are lying down stacked on top of one another on a white sheet placed on the ground. 4 people are together with a white sheet.
2518,"A woman wearing a white tank top, sticking out her tounge and pointing to herself.",A person making a funny face.,"A man wearing a black tank top, covering his face, and pointing to someone else.",entailment,contradiction,A young man in front of a grill laughs while pointing at something to his left. A man is outside
2519,"A woman wearing a white tank top, sticking out her tounge and pointing to herself.",A person making a funny face.,"A woman wearing a white tank top, making a funny face and gesturing towards herself.",entailment,neutral,A young man in front of a grill laughs while pointing at something to his left. A man is outside
2520,Several women wait outside in a city.,Three women wait outside a resturaunt in the city.,Several women wait outside a restaurant in the city.,neutral,entailment,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
2521,Several women wait outside in a city.,Three women wait outside a resturaunt in the city.,All women eat inside a restaurant.,neutral,contradiction,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
2522,A lady is riding down the road on a motorcycle with a person with a white helmet.,A lady is riding down a dirt road as a passenger on a motorcycle.,A lady is riding as a passenger on a motorcycle with a person with a white helmet down the road.,neutral,entailment,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
2523,A lady is riding down the road on a motorcycle with a person with a white helmet.,A lady is riding down a dirt road as a passenger on a motorcycle.,A lady is pushing a bicycle down the road with no one.,neutral,contradiction,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
2524,An Asian man stands in front of an abandoned Chinatown storefront.,A woman riding a horse in the park,A person stands in front of a building.,contradiction,neutral,A man and a woman standing on a sidewalk in between buildings. The sidewalk was deserted.
2525,An Asian man stands in front of an abandoned Chinatown storefront.,A woman riding a horse in the park,A man stands in front of a park.,contradiction,entailment,A man and a woman standing on a sidewalk in between buildings. The sidewalk was deserted.
2526,A man in blue shorts and a t-shirt is slicing tomatoes on a dining table.,A man prepares a taco meal by slicing tomatoes.,A man in blue shorts and a t-shirt is eating tacos at an outdoor picnic.,neutral,contradiction,An older man in a blue shirt planting seed in pots with potting soil. A tall man plating
2527,A man in blue shorts and a t-shirt is slicing tomatoes on a dining table.,A man prepares a taco meal by slicing tomatoes.,A man in blue shorts and a t-shirt is preparing a taco meal on a dining table.,neutral,entailment,An older man in a blue shirt planting seed in pots with potting soil. A tall man plating
2528,A group of people in business casual clothes sitting on blue chairs arranged in a circle around a laptop.,A class is being held outside.,A group of students gathered around an outdoor presentation on a laptop.,neutral,entailment,People laying in massage chairs. People enjoy the demo of the stores new massage chairs.
2529,A group of people in business casual clothes sitting on blue chairs arranged in a circle around a laptop.,A class is being held outside.,A group of people in swimsuits standing on tree stumps arranged in a circle around camping gear.,neutral,contradiction,People laying in massage chairs. People enjoy the demo of the stores new massage chairs.
2530,Two motorcyclist neck-to-neck about to take a turn,A motorcycle collision.,Two motorcyclists are moving around a turn.,contradiction,neutral,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
2531,Two motorcyclist neck-to-neck about to take a turn,A motorcycle collision.,Two motorcyclists colliding while taking a turn.,contradiction,entailment,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
2532,A groom and a bride with a strapless dress.,Two people swimming in the ocean,A groom and a bride with a strapless dress are swimming in the ocean.,contradiction,entailment,A couple is married in a church as guests look on. Guests are attending a funeral.
2533,A groom and a bride with a strapless dress.,Two people swimming in the ocean,A man and a woman with clothes.,contradiction,neutral,A couple is married in a church as guests look on. Guests are attending a funeral.
2534,A man in a white t-shirt is walking past 2 graffiti paintings on the wall.,A man runs on a track.,A man in a white t-shirt is running past 2 graffiti paintings on the wall.,contradiction,entailment,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
2535,A man in a white t-shirt is walking past 2 graffiti paintings on the wall.,A man runs on a track.,A man in a white t-shirt is standing near 2 art pieces on the ground.,contradiction,neutral,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
2536,A little girl is brushing her teeth.,The dentist told the girl to brush her teeth more.,The little girl is following the dentist's advice.,neutral,entailment,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
2537,A little girl is brushing her teeth.,The dentist told the girl to brush her teeth more.,A little girl is not brushing her teeth.,neutral,contradiction,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
2538,A worker begins to make renovations to the outside of a building.,The worker is doing construction,A worker begins to make demolitions to the inside of a building.,entailment,contradiction,"A man at the beach, building a sand castle. The sand castle down on the beach was made by that man."
2539,A worker begins to make renovations to the outside of a building.,The worker is doing construction,A worker begins to work on a building.,entailment,neutral,"A man at the beach, building a sand castle. The sand castle down on the beach was made by that man."
2540,Woman riding her bike next to a busy street.,She is riding her bike in the park.,Woman riding a bike next to a busy street.,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
2541,Woman riding her bike next to a busy street.,She is riding her bike in the park.,Woman riding her bike in a park.,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
2542,"Two dogs, that are tied to the building, patiently wait for their master to return.",A poodle is tied to a bench while his master hits on it reading.,"Two dogs, that are tied to a bench, patiently wait for their master is reading.",contradiction,neutral,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
2543,"Two dogs, that are tied to the building, patiently wait for their master to return.",A poodle is tied to a bench while his master hits on it reading.,"Two dogs, that are tied to something, patiently wait for their master to return.",contradiction,entailment,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
2544,A little girl pushes a merry-go-round in a park while two other kids hold on. ee,A little girl is at the merry-go-round,A little girl pulls a swing in a park while two other kids hold on.,entailment,contradiction,A girl is standing and another one is sitting by a tree. There are two girls.
2545,A little girl pushes a merry-go-round in a park while two other kids hold on. ee,A little girl is at the merry-go-round,A little girl is near playground equipment in a park while two other kids hold on.,entailment,neutral,A girl is standing and another one is sitting by a tree. There are two girls.
2546,A dog is splashing water into the air as it runs through a wet field of grass.,A dog takes chase after a duck.,A dog chases after a duck as it moves quickly through the field.,neutral,entailment,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
2547,A dog is splashing water into the air as it runs through a wet field of grass.,A dog takes chase after a duck.,A dog is avoiding water as it walks on a dry sidewalk.,neutral,contradiction,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
2548,A woman traveler in blue jeans sits by a curb and waits.,A woman is waiting at a bus stop.,A local resident in formal dress stands by a bus stop and waits.,neutral,contradiction,A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation. A woman dressed in white pants and a yellow blouse exits the large city bus.
2549,A woman traveler in blue jeans sits by a curb and waits.,A woman is waiting at a bus stop.,A woman traveler in blue jeans sits by a curb and waiting.,neutral,entailment,A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation. A woman dressed in white pants and a yellow blouse exits the large city bus.
2550,There is a performance with a man in a t-shirt and jeans with a woman in all black while an audience watches and laughs.,The man and woman are friends.,There is a comedy show with a man in a t-shirt and jeans and a woman in all black while an audience watches and laughs.,neutral,entailment,A group of young people with instruments are on stage. People are performing as a band for a crowd.
2551,There is a performance with a man in a t-shirt and jeans with a woman in all black while an audience watches and laughs.,The man and woman are friends.,There is a performance with a man in a suit and tie and a woman in a colorful dress while an audience is silent and unresponsive.,neutral,contradiction,A group of young people with instruments are on stage. People are performing as a band for a crowd.
2552,"A group of women, who look unhappy, are sitting in a kitchen talking.",Women are preparing supper for their families in the kitchen.,"A group of women, who are engaged in conversation, are sitting in a kitchen talking.",contradiction,neutral,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
2553,"A group of women, who look unhappy, are sitting in a kitchen talking.",Women are preparing supper for their families in the kitchen.,"A group of women, who look busy, are working in a kitchen preparing supper for their families.",contradiction,entailment,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
2554,Blond lady kisses child on the cheek,A lady is kissing the winner of a contest on the cheek,Brunette lady kisses adult on the cheek.,neutral,contradiction,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
2555,Blond lady kisses child on the cheek,A lady is kissing the winner of a contest on the cheek,Blond lady kissing the winner of a contest on the cheek,neutral,entailment,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
2556,"Brunette woman in a white shirt, standing in front of a counter.",A blonde woman sits in a chair.,"A woman stands in front of a counter, wearing clothing.",contradiction,neutral,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
2557,"Brunette woman in a white shirt, standing in front of a counter.",A blonde woman sits in a chair.,"Blonde woman in a white shirt, standing in front of a counter.",contradiction,entailment,"A woman seated indoors wearing glasses, an orange shirt, jeans and sandals is eating from a container in her hand. A woman wearing a green shirt eats at the table."
2558,Number 13 reaches out as he turns directions in an effort to deflect the anticipated path of the football during the game.,There are people playing football.,Number 13 extends as he changes direction in an effort to deflect the movement of the football while playing.,entailment,neutral,A group of people play a game in the road. people playing a game
2559,Number 13 reaches out as he turns directions in an effort to deflect the anticipated path of the football during the game.,There are people playing football.,Number 13 pulls in as he stops moving in an effort to attract the predetermined route of the basketball during the game.,entailment,contradiction,A group of people play a game in the road. people playing a game
2560,Two women in colorful dresses are sweeping water out of the street while a man watches.,Two women being watched by a man.,Two women in colorful dresses are being watched by a man while they sweep water out of the street.,neutral,entailment,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
2561,Two women in colorful dresses are sweeping water out of the street while a man watches.,Two women being watched by a man.,Two women in colorful dresses are painting the street while a man watches.,neutral,contradiction,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
2562,A slender man holds a squirming child on a city street.,The child is being held.,An obese man holds a squirming child on a rural field.,entailment,contradiction,A man is playing with a baby on a deck. A man plays with a baby.
2563,A slender man holds a squirming child on a city street.,The child is being held.,A slender man is held a child on a city street.,entailment,neutral,A man is playing with a baby on a deck. A man plays with a baby.
2564,A manager talks to an employee about job performance.,People are talking to each other.,A manager communicates with an employee about something.,entailment,neutral,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
2565,A manager talks to an employee about job performance.,People are talking to each other.,A manager fights with an employee about personal lives.,entailment,contradiction,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
2566,A man in a sweater is holding a lamp.,The guy has a light.,A man in a sweater has a light source.,entailment,neutral,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
2567,A man in a sweater is holding a lamp.,The guy has a light.,A man in a sweater is holding a snake.,entailment,contradiction,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
2568,People walk on a city street near lined parking spaces.,The people are walking near the parking area,People drive on a city street near an empty parking lot.,entailment,contradiction,People walk amongst a traffic jam in a crowded city. The traffic is halted and people are walking between the cars.
2569,People walk on a city street near lined parking spaces.,The people are walking near the parking area,People move on a city street near a parking lot.,entailment,neutral,People walk amongst a traffic jam in a crowded city. The traffic is halted and people are walking between the cars.
2570,two white dogs running through the grass,Two dogs are running outside.,Some dogs are moving outdoors.,entailment,neutral,People walking through dirt. People are outside.
2571,two white dogs running through the grass,Two dogs are running outside.,Two black dogs sitting on concrete.,entailment,contradiction,People walking through dirt. People are outside.
2572,"The start of an event in a downtown street is lined by stalls, chairs, and spectators.",An event is starting downtown.,"The happening of an event is lined by stalls, chairs, and spectators in a street.",entailment,neutral,A band performing on the corner of the street. The band is performing outdoors.
2573,"The start of an event in a downtown street is lined by stalls, chairs, and spectators.",An event is starting downtown.,"The end of an event in an uptown street is lined by stalls, chairs, and spectators.",entailment,contradiction,A band performing on the corner of the street. The band is performing outdoors.
2574,A crowd of boys play cricket in an open sand lot.,The boys are playing dominoes.,A crowd of boys play in an open sand lot.,contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
2575,A crowd of boys play cricket in an open sand lot.,The boys are playing dominoes.,A crowd of boys play dominoes in an open sand lot.,contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
2576,"A street performer, dressed in colorful flowers, is hula hooping for tourists attention.",A woman is buying hula hoops.,"A person, dressed in colorful flowers, is hula hooping for tourists' attention.",contradiction,neutral,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
2577,"A street performer, dressed in colorful flowers, is hula hooping for tourists attention.",A woman is buying hula hoops.,"A vendor, dressed in colorful flowers, is selling hula hoops to tourists.",contradiction,entailment,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
2578,Two dark-haired women are seated and engaged in a conversation.,two men are engaged in a game,Two people are seated and engaged in a conversation.,contradiction,neutral,A brunette woman in a multicolored floral outfit and a pearl necklace is talking while holding a wineglass. a woman is sleeping
2579,Two dark-haired women are seated and engaged in a conversation.,two men are engaged in a game,Two dark-haired women are seated and engaged in a game.,contradiction,entailment,A brunette woman in a multicolored floral outfit and a pearl necklace is talking while holding a wineglass. a woman is sleeping
2580,"Four people look into the distance from the top of a concrete structure, with blue lettering on the side.",The structure has red lettering on the side.,Four people look into the distance from the top of a structure with lettering on the side.,contradiction,neutral,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
2581,"Four people look into the distance from the top of a concrete structure, with blue lettering on the side.",The structure has red lettering on the side.,,contradiction,entailment,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
2582,A white man playing volleyball.,A woman kicking a volleyball.,A person playing volleyball.,contradiction,neutral,A person in red playing football on the beach. There is someone surfing at the beach.
2583,A white man playing volleyball.,A woman kicking a volleyball.,"A white man and a woman are playing volleyball together, with the woman kicking the ball.",contradiction,entailment,A person in red playing football on the beach. There is someone surfing at the beach.
2584,A female gymnast in a red and blue leotard does a back flip on the balance beam.,A person is on a beam,A person is moving on a narrow platform while wearing clothing.,entailment,neutral,A woman in a red and white jacket riding a bicycle. a woman rides a bike
2585,A female gymnast in a red and blue leotard does a back flip on the balance beam.,A person is on a beam,A male gymnast in no leotard sits still on a chair.,entailment,contradiction,A woman in a red and white jacket riding a bicycle. a woman rides a bike
2586,A breakdancer in red and black is pictured while in the middle of a complex move.,A breakdancer is pictured while doing a complex move in front of a group of cheering people.,A breakdancer in red and black is pictured while in the middle of a complex move in front of a group of cheering people.,neutral,entailment,A man in red and black about to strike a tennis ball. A man is a tennis pro.
2587,A breakdancer in red and black is pictured while in the middle of a complex move.,A breakdancer is pictured while doing a complex move in front of a group of cheering people.,A non-breakdancer in not red and black is pictured while not in the middle of a complex move.,neutral,contradiction,A man in red and black about to strike a tennis ball. A man is a tennis pro.
2588,Two ladies are looking at jewelry.,Two ladies looking at personal ornaments,Two ladies are ignoring jewelry.,entailment,contradiction,A lady in a red sweatshirt opening a present. The lady is wearing red.
2589,Two ladies are looking at jewelry.,Two ladies looking at personal ornaments,Two ladies are examining ornaments.,entailment,neutral,A lady in a red sweatshirt opening a present. The lady is wearing red.
2590,"A big, brown dog is shaking off while in the water.",The dog is dry.,"A big, brown dog is dry in the water.",contradiction,entailment,A black and brown dog walks in the shallows of a large body of water. The dog is wearing a clown suit.
2591,"A big, brown dog is shaking off while in the water.",The dog is dry.,"A big, brown dog is swimming in the water.",contradiction,neutral,A black and brown dog walks in the shallows of a large body of water. The dog is wearing a clown suit.
2592,A curly-haired male drummer and a guitarist on stage in the middle of a set.,Drummer and guitarist packing their instruments into a tour bus.,A curly-haired male musician and another musician on stage in the middle of a performance.,contradiction,neutral,Man dressed in business casual attire playing the saxophone with the rest of a band. Man dressed in business casual attire playing the oboe with the rest of a band.
2593,A curly-haired male drummer and a guitarist on stage in the middle of a set.,Drummer and guitarist packing their instruments into a tour bus.,"A curly-haired male drummer and a guitarist on stage, finishing up their set.",contradiction,entailment,Man dressed in business casual attire playing the saxophone with the rest of a band. Man dressed in business casual attire playing the oboe with the rest of a band.
2594,A man is on the ground while a person on a skateboard talks to them.,A man speaks with a person on a skateboard.,A man near a person on a skateboard speaks with them.,entailment,neutral,Brown-haired woman talking to man with backpack. A woman is talking to a man
2595,A man is on the ground while a person on a skateboard talks to them.,A man speaks with a person on a skateboard.,A man is in the air while a person on a skateboard talks to them.,entailment,contradiction,Brown-haired woman talking to man with backpack. A woman is talking to a man
2596,"A middle-aged white male with blue jeans, black gloves, no shirt and a hat is working on a roof.",A construction worker repairs his client's roof.,"A middle-aged white male with blue jeans, black gloves, no shirt and a hat is repairing a roof.",neutral,entailment,A construction man appears to be staring at a device. The man is marveling at the technology.
2597,"A middle-aged white male with blue jeans, black gloves, no shirt and a hat is working on a roof.",A construction worker repairs his client's roof.,"A young Asian female with formal suit, white gloves, dress shirt, and no hat is working on a roof.",neutral,contradiction,A construction man appears to be staring at a device. The man is marveling at the technology.
2598,A young man is working very hard for his country.,A young soldier working in Iraq.,A young man is serving in the military for his country.,neutral,entailment,A construction man appears to be staring at a device. The man is marveling at the technology.
2599,A young man is working very hard for his country.,A young soldier working in Iraq.,A young man is not working for his country.,neutral,contradiction,A construction man appears to be staring at a device. The man is marveling at the technology.
2600,"A girl has a falcon resting on her hand, and a man with a microphone is talking to her while looking at the bird.",A man interviews the prize winning falconer.,"A prize-winning falconer has a falcon resting on her hand, and an interviewer with a microphone is talking to her while looking at the bird.",neutral,entailment,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
2601,"A girl has a falcon resting on her hand, and a man with a microphone is talking to her while looking at the bird.",A man interviews the prize winning falconer.,"A boy has a dog resting on his hand, and a woman without a microphone is playing with him while looking at the animal.",neutral,contradiction,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
2602,"two men standing in the snow, one looking at the camera, the other reading a paper by a sign.",The two men are waiting on the bus.,"Two men are waiting in the snow, one looking around, the other waiting for the bus by a sign.",neutral,entailment,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
2603,"two men standing in the snow, one looking at the camera, the other reading a paper by a sign.",The two men are waiting on the bus.,"Two men sitting in the snow, one looking at the camera, the other playing a musical instrument by a sign.",neutral,contradiction,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
2604,A competition match between two martial arts fighters.,Two kung fu masters are pummeling one another,A kung fu competition match between two kung fu masters.,neutral,entailment,A man in red and black about to strike a tennis ball. A man is a tennis pro.
2605,A competition match between two martial arts fighters.,Two kung fu masters are pummeling one another,A cooperative training session between two martial arts students.,neutral,contradiction,A man in red and black about to strike a tennis ball. A man is a tennis pro.
2606,Many people wearing headphones are sitting in blue chairs looking at computers.,A bunch of people are playing baseball.,Many people wearing headphones are playing baseball in blue chairs.,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
2607,Many people wearing headphones are sitting in blue chairs looking at computers.,A bunch of people are playing baseball.,Many people wearing headphones are standing in blue chairs using electronic devices.,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
2608,A happy Woman holding a guitar.,A woman learning how to play guitar.,A woman learning how to play guitar.,neutral,entailment,"Two young girls are playing large stringed instruments behind music stands, with a window in the background. The girls are practicing their music for the concert."
2609,A happy Woman holding a guitar.,A woman learning how to play guitar.,An unhappy woman holding a guitar.,neutral,contradiction,"Two young girls are playing large stringed instruments behind music stands, with a window in the background. The girls are practicing their music for the concert."
2610,A baseball pitcher prepares to throw.,The baseball pitcher is shooting a basketball.,A baseball pitcher is holding a baseball.,contradiction,neutral,A dog catching a Frisbee. A dog eating food.
2611,A baseball pitcher prepares to throw.,The baseball pitcher is shooting a basketball.,A baseball pitcher prepares to shoot.,contradiction,entailment,A dog catching a Frisbee. A dog eating food.
2612,Person in red-checked jacket with fur collar and dark stocking cap with head bowed.,The person is praying.,Person in bright orange jacket with faux fur collar and baseball cap with head held high.,neutral,contradiction,A woman wearing a red scarf raises her hand as she walks in a parade. A woman raises her hand as she walks in a parade for St. Patrick's Day.
