,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
2943,A group of women pose for a picture as a man plays guitar behind them.,A group of woman is posing in front of a musician.,,entailment,neutral,Three young women pose for the camera at a parade. Three young women are dressed for the parade.
2944,Photo is of a female bicyclist(#9) as she rides a red bicycle down a street lined with caution cones.,A female bicyclist rides down a construction site littered with traffic cones.,A female bicyclist rides down a street lined with traffic cones.,neutral,entailment,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
2945,Photo is of a female bicyclist(#9) as she rides a red bicycle down a street lined with caution cones.,A female bicyclist rides down a construction site littered with traffic cones.,"A female bicyclist is stationary on a quiet residential street, absent of traffic cones.",neutral,contradiction,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
2946,An orange boat with three men in life jackets aboard is making a turn in an ocean setting.,A boy plays with a boat in the tub.,A child uses a toy boat in a bath.,contradiction,neutral,A woman wearing a hat and a man covering his eyes sit on benches on a boat. A women and a man are dancing on the boat together.
2947,An orange boat with three men in life jackets aboard is making a turn in an ocean setting.,A boy plays with a boat in the tub.,A boy or a man is aboard an orange boat in an ocean setting.,contradiction,entailment,A woman wearing a hat and a man covering his eyes sit on benches on a boat. A women and a man are dancing on the boat together.
2948,Two scuba divers underwater wearing white shirts and scuba equipment along with fins on their feet.,Two people dressed in white shirts and with fins on their feet swim underwater as they haul scuba equipment along.,One person stands underwater without scuba equipment.,entailment,contradiction,A rescue diver just getting out of the dirty water. The rescue diver is emerging from the dirty water.
2949,Two scuba divers underwater wearing white shirts and scuba equipment along with fins on their feet.,Two people dressed in white shirts and with fins on their feet swim underwater as they haul scuba equipment along.,Two people dressed in white shirts and fins on their feet carry objects underwater.,entailment,neutral,A rescue diver just getting out of the dirty water. The rescue diver is emerging from the dirty water.
2950,Teacher explains opportunity to an overweight woman in a yellow shirt.,The male teacher is teaching the class.,Teacher is teaching the class.,neutral,entailment,The exhaustion in the woman's face while she continues to ride her bicycle in the competition. A tall person on a bike
2951,Teacher explains opportunity to an overweight woman in a yellow shirt.,The male teacher is teaching the class.,A female teacher is not teaching the class.,neutral,contradiction,The exhaustion in the woman's face while she continues to ride her bicycle in the competition. A tall person on a bike
2952,Two dogs are chasing each other on green grass.,The dogs are fighting over a stick,Two dogs are fighting over a stick.,neutral,entailment,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
2953,Two dogs are chasing each other on green grass.,The dogs are fighting over a stick,The dogs are not fighting over a stick.,neutral,contradiction,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
2954,Two children eating food.,Two sisters are eating food,Two sisters are eating food.,contradiction,entailment,Two children plus two dachshunds get ready for a sleepover. The children are feeding the dogs
2955,Two children eating food.,Two sisters are eating food,,contradiction,neutral,Two children plus two dachshunds get ready for a sleepover. The children are feeding the dogs
2956,Two men boxing in a wired cage.,Someone will win the boxing match.,No one will win the boxing match.,neutral,contradiction,A man in red and black about to strike a tennis ball. A man is a tennis pro.
2957,Two men boxing in a wired cage.,Someone will win the boxing match.,Both men will win the boxing match or One of the men will win the boxing match. (if we don't want to specify which man),neutral,entailment,A man in red and black about to strike a tennis ball. A man is a tennis pro.
2958,People crossing a street next to a smart car.,People are at the movies.,People are indoors,contradiction,neutral,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
2959,People crossing a street next to a smart car.,People are at the movies.,People crossing a street.,contradiction,entailment,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
2960,A young woman walking along in the shadows in front of a fenced area.,A person walking.,A young woman is walking in the open space at a park.,entailment,neutral,A man walking in front of a black cement wall with a bag on his shoulder. A man is taking a walk.
2961,A young woman walking along in the shadows in front of a fenced area.,A person walking.,A young woman walking along in the shadows in front of a fenced area. A flying elephant is walking.,entailment,contradiction,A man walking in front of a black cement wall with a bag on his shoulder. A man is taking a walk.
2962,A small white dog inspects two sheep.,A dog has turned into a sheep.,A sheep in dog's clothing is being inspected by the small white dog.,contradiction,entailment,A dog catching a Frisbee. A dog eating food.
2963,A small white dog inspects two sheep.,A dog has turned into a sheep.,A dog guards the sheep.,contradiction,neutral,A dog catching a Frisbee. A dog eating food.
2964,People stand in a warehouse.,People are shopping in a warehouse.,People are not shopping in a warehouse.,neutral,contradiction,Two men are standing in front of musical mixing equipment. There are people indoors.
2965,People stand in a warehouse.,People are shopping in a warehouse.,People are buying in a warehouse.,neutral,entailment,Two men are standing in front of musical mixing equipment. There are people indoors.
2966,A little boy wearing a blue hat and coat is standing amongst the pigeons on the street.,A boy is inside.,A boy might be inside.,contradiction,neutral,Two children feeding horses through a fence. Children are throwing rocks at small sheep.
2967,A little boy wearing a blue hat and coat is standing amongst the pigeons on the street.,A boy is inside.,"A boy is also standing amongst the pigeons on the street, wearing a blue hat and coat.",contradiction,entailment,Two children feeding horses through a fence. Children are throwing rocks at small sheep.
2968,A BMX biker riding down a muddy trail wearing protective gear.,Biker in a helmet riding a trail,"A hiker not wearing protective gear is riding (instead of ""riding down a muddy trail with"" or ""on"")",entailment,contradiction,A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle. The person has a helmet on.
2969,A BMX biker riding down a muddy trail wearing protective gear.,Biker in a helmet riding a trail,A BMX biker riding a trail wearing a riding suit.,entailment,neutral,A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle. The person has a helmet on.
2970,A girl is sitting on the beach and appears to be approaching a hit on the head by a plastic inflated hammer.,The girl is worried about what may happen to her.,appears to be avoiding a hit on the head by a plastic inflated hammer. She is not worried about what may happen to her.,neutral,contradiction,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
2971,A girl is sitting on the beach and appears to be approaching a hit on the head by a plastic inflated hammer.,The girl is worried about what may happen to her.,She is concerned about potential injuries as she is struck by a plastic inflated hammer at the seashore.,neutral,entailment,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
2972,A child walks on the beach with a bucket.,A child is eating an ice cream cone.,A child is eating an ice cream cone on the beach with a bucket.,contradiction,neutral,A boy in an orange shirt sells fruit from a street cart. A boy wears a blue shirt and sings in the rain.
2973,A child walks on the beach with a bucket.,A child is eating an ice cream cone.,A child is not eating an ice cream cone.,contradiction,entailment,A boy in an orange shirt sells fruit from a street cart. A boy wears a blue shirt and sings in the rain.
2974,A BMX biker shoots up into the air.,The bike is bright red.,A hiker is not near a red tree.,neutral,contradiction,A cyclists rides up a hill amid cheering bystanders. The cyclist is in a bicycle race.
2975,A BMX biker shoots up into the air.,The bike is bright red.,The BMX bike is red in color.,neutral,entailment,A cyclists rides up a hill amid cheering bystanders. The cyclist is in a bicycle race.
2976,A man with a shaved head and sunglasses smiles broadly.,The man is frowning.,The man has a neutral expression.,contradiction,entailment,Asian man giving thumbs up on street. An Asian man is eating soup in an art gallery.
2977,A man with a shaved head and sunglasses smiles broadly.,The man is frowning.,The man watches something with interest. or The man picks up an object thoughtfully.,contradiction,neutral,Asian man giving thumbs up on street. An Asian man is eating soup in an art gallery.
2978,Two college students talking about their class they have.,Two college students compare their classes and teachers.,"They have unmatched classes, but.",neutral,contradiction,Two teenagers in green and brown coats pose for a picture while out shopping. The two teenagers are classmates.
2979,Two college students talking about their class they have.,Two college students compare their classes and teachers.,Two college students discussing the same class.,neutral,entailment,Two teenagers in green and brown coats pose for a picture while out shopping. The two teenagers are classmates.
2980,A man with no shirt and a woman in a bikini in the water looking away from the camera.,Man and woman in swimming clothes.,A woman in no shirt or swimsuit is in the water looking away from the camera.,entailment,contradiction,A rescue diver just getting out of the dirty water. The rescue diver is emerging from the dirty water.
2981,A man with no shirt and a woman in a bikini in the water looking away from the camera.,Man and woman in swimming clothes.,Man and woman are in their swimming clothes.,entailment,neutral,A rescue diver just getting out of the dirty water. The rescue diver is emerging from the dirty water.
2982,A girl kicks a ball with three girls doing the same in the background.,Two of the girls are wearing dresses.,Girls wear dresses.,neutral,entailment,a girl wearing pink shoes jumps off a swing in a park. The girl is wearing a pink ribbon.
2983,A girl kicks a ball with three girls doing the same in the background.,Two of the girls are wearing dresses.,None of the girls are wearing dresses.,neutral,contradiction,a girl wearing pink shoes jumps off a swing in a park. The girl is wearing a pink ribbon.
2984,Two beige dogs are playing in the snow.,The dogs are playing outside.,Two beige dogs play in the snow.,neutral,entailment,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
2985,Two beige dogs are playing in the snow.,The dogs are playing outside.,The dogs are not playing inside the snow.,neutral,contradiction,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
2986,A tired-looking young asian couple in casual clothes stand outside on a sidewalk with late-afternoon shadows stretching to their left.,A couple stands on a sidewalk.,,entailment,neutral,A couple being romantic under the sunset. People are enjoying sundown.
2987,A tired-looking young asian couple in casual clothes stand outside on a sidewalk with late-afternoon shadows stretching to their left.,A couple stands on a sidewalk.,A couple does not stand on a sidewalk.,entailment,contradiction,A couple being romantic under the sunset. People are enjoying sundown.
2988,Some men are finishing a race.,People finishing a race.,Individuals engaged in completing a task but not limited to a race.,entailment,neutral,"Four men riding in a gray, fast moving boat appear to be wearing vests. Four men ride in a fast boat."
2989,Some men are finishing a race.,People finishing a race.,Some men are not finishing a race.,entailment,contradiction,"Four men riding in a gray, fast moving boat appear to be wearing vests. Four men ride in a fast boat."
2990,A muscular woman holding a tennis racket and wearing athletic clothing kneels a few feet back from the net on a tennis court.,A woman is playing tennis.,A woman is playing tennis.,entailment,neutral,The girl in yellow shorts and white jacket has a tennis ball in her left pocket. A girl with a tennis ball in her pocket.
2991,A muscular woman holding a tennis racket and wearing athletic clothing kneels a few feet back from the net on a tennis court.,A woman is playing tennis.,A woman is not playing tennis.,entailment,contradiction,The girl in yellow shorts and white jacket has a tennis ball in her left pocket. A girl with a tennis ball in her pocket.
2992,"Several women, one in a black dress, walking down the street.",Women walk down the street.,People walk down the street.,entailment,neutral,A woman with a beautiful dress and matching umbrella is walking down the street carrying a purse on her arm. The woman is walking down the street.
2993,"Several women, one in a black dress, walking down the street.",Women walk down the street.,"One woman, not in a black dress, is not walking down the street.",entailment,contradiction,A woman with a beautiful dress and matching umbrella is walking down the street carrying a purse on her arm. The woman is walking down the street.
2994,"There are young men playing a game of football, one man has been tackled by another player.",Men are playing soccer in the field.,Young men are playing soccer in the field.,contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
2995,"There are young men playing a game of football, one man has been tackled by another player.",Men are playing soccer in the field.,Men are playing soccer on the field.,contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
2996,two people riding a motorcycle together on a sunny day.,people going to work,Two people riding a motorcycle together on a sunny day. They are not going to work.,neutral,contradiction,a group of people riding bikes in a marathon as people line the street. The people lining the street are family members.
2997,two people riding a motorcycle together on a sunny day.,people going to work,Two people are going to work.,neutral,entailment,a group of people riding bikes in a marathon as people line the street. The people lining the street are family members.
2998,A man in a blue shirt helping a man in a red shirt fix a trail bike,Two people fix a trail bike.,They are fixing a trail bike.,neutral,entailment,A man in a blue jacket riding a bike. A man is on his yellow bike.
2999,A man in a blue shirt helping a man in a red shirt fix a trail bike,Two people fix a trail bike.,I won't help John prevent fixing a trail bike.,neutral,contradiction,A man in a blue jacket riding a bike. A man is on his yellow bike.
3000,A man in a white shirt walks in the tall grass holding a stick.,The man sits on the ground in his backyard.,A man in a white shirt walks in the tall grass holding a stick. ,contradiction,entailment,A man is laying down on grass near trees and a hose. A man is in his bed.
3001,A man in a white shirt walks in the tall grass holding a stick.,The man sits on the ground in his backyard.,The man walks through his backyard.,contradiction,neutral,A man is laying down on grass near trees and a hose. A man is in his bed.
3002,A surfer riding the waves.,A man kayaking a lake.,A man fishing a lake.,contradiction,neutral,A person in red playing football on the beach. There is someone surfing at the beach.
3003,A surfer riding the waves.,A man kayaking a lake.,,contradiction,entailment,A person in red playing football on the beach. There is someone surfing at the beach.
3004,Three elderly women walking from behind.,Three old women are strolling through a park.,Three elderly women walk.,neutral,entailment,An elderly man sleeping in a outdoor chair while another woman sits next to him. A man and his wife are relaxing outside.
3005,Three elderly women walking from behind.,Three old women are strolling through a park.,Three young men are not standing still.,neutral,contradiction,An elderly man sleeping in a outdoor chair while another woman sits next to him. A man and his wife are relaxing outside.
3006,a band playing a show for a group on fans.,A musical group is heard by people.,A musical group is not heard by people.,neutral,contradiction,A group of young people with instruments are on stage. People are performing as a band for a crowd.
3007,a band playing a show for a group on fans.,A musical group is heard by people.,A musical group is performing for an audience.,neutral,entailment,A group of young people with instruments are on stage. People are performing as a band for a crowd.
3008,a man with his arm around a woman are posing.,The man and woman pose.,People pose.,entailment,neutral,A couple being romantic under the sunset. People are enjoying sundown.
3009,a man with his arm around a woman are posing.,The man and woman pose.,Man and woman argue.,entailment,contradiction,A couple being romantic under the sunset. People are enjoying sundown.
3010,LeBron James passes a basketball while wearing a USA Jersey while 4 opponents stand nearby.,Lebron James is playing basketball.,Lebron James but is not wearing a USA Jersey and no opponents are present,entailment,contradiction,A group of people play a game in the road. people playing a game
3011,LeBron James passes a basketball while wearing a USA Jersey while 4 opponents stand nearby.,Lebron James is playing basketball.,,entailment,neutral,A group of people play a game in the road. people playing a game
3012,Audience members attending an indoor concert while a shirtless band member sings.,There is a crowd at the concert.,There is not a crowd at a library.,entailment,contradiction,A group of people dressed in Santa Claus suits are looking towards an audience while a DJ runs a sound board and another person throws green balls into the air. A crowd of santas are on stage at a Christmas party.
3013,Audience members attending an indoor concert while a shirtless band member sings.,There is a crowd at the concert.,A group attending the indoor concert.,entailment,neutral,A group of people dressed in Santa Claus suits are looking towards an audience while a DJ runs a sound board and another person throws green balls into the air. A crowd of santas are on stage at a Christmas party.
3014,2 small children are in boat floating in the water.,Two children are rowing the boat to meet with their dad.,Two children are paddling the canoe away from their dad.,neutral,contradiction,A man is navigating a boat. A man is steering a large yacht down the lake.
3015,2 small children are in boat floating in the water.,Two children are rowing the boat to meet with their dad.,Two small children are rowing the boat in the water.,neutral,entailment,A man is navigating a boat. A man is steering a large yacht down the lake.
3016,"A man and a woman, formally dressed, stand in front of a tall structure, both looking out at the ocean.",The man and woman were sunbathing on the beach.,The man and woman are sunbathing on the beach.,contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
3017,"A man and a woman, formally dressed, stand in front of a tall structure, both looking out at the ocean.",The man and woman were sunbathing on the beach.,"A man and woman, formally dressed, sit near the beach, enjoying the sun, next to the ocean.",contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
3018,Boy wearing a red jacket performs a handstand on the grass.,Boy in a red jacket standing on his hands on the grass.,Boy in a red jacket sitting on the grass.,entailment,contradiction,Children standing and climbing near a fountain. Kids standing and climbing.
3019,Boy wearing a red jacket performs a handstand on the grass.,Boy in a red jacket standing on his hands on the grass.,Boy in a red jacket watching someone perform a handstand on the grass.,entailment,neutral,Children standing and climbing near a fountain. Kids standing and climbing.
3020,Guy in white fuzzy jacket plays guitar while a man in purple button up sings.,Two men are talking,Guy in white fuzzy jacket plays guitar while a man in purple button up sings alone (or) Guy in white fuzzy jacket plays guitar while a man in purple button up sings with the band.,contradiction,neutral,Man dressed in business casual attire playing the saxophone with the rest of a band. Man dressed in business casual attire playing the oboe with the rest of a band.
3021,Guy in white fuzzy jacket plays guitar while a man in purple button up sings.,Two men are talking,Two men talk while a man in purple button up sings.,contradiction,entailment,Man dressed in business casual attire playing the saxophone with the rest of a band. Man dressed in business casual attire playing the oboe with the rest of a band.
3022,a young boy wearing a blue outfit playing with a rocket.,A boy is wearing lilac outfit.,A boy is holding a hot dog.,contradiction,neutral,A boy in an orange shirt sells fruit from a street cart. A boy wears a blue shirt and sings in the rain.
3023,a young boy wearing a blue outfit playing with a rocket.,A boy is wearing lilac outfit.,A young boy is wearing a blue outfit.,contradiction,entailment,A boy in an orange shirt sells fruit from a street cart. A boy wears a blue shirt and sings in the rain.
3024,An elderly couple dancing in a restaurant while there grandson hides his face.,An elderly couple dancing in a restaurant while there grandson hides his face and,An elderly couple dancing.,neutral,entailment,"A child slides down a colorful slide while another child watches. A child watches a friend slide down the slide, excited to slide down herself."
3025,An elderly couple dancing in a restaurant while there grandson hides his face.,An elderly couple dancing in a restaurant while there grandson hides his face and,An elderly couple dancing in a restaurant while there grandson shows a smile.,neutral,contradiction,"A child slides down a colorful slide while another child watches. A child watches a friend slide down the slide, excited to slide down herself."
3026,A shirtless man wearing long pants is doing a skateboard trick in a metropolitan area where a man and woman are walking away from the camera.,The man is being paid to perform tricks on his board.,A man is begging for money on the side of the street at the adjacent bus stop.,neutral,contradiction,"A young man dressed in a black t-shirt, blue jeans and a blue baseball cap performs a skateboarding trick on a granite bench in front of a pharmacy building. Teenagers congregate in front of the old pharmacy to skateboard together."
3027,A shirtless man wearing long pants is doing a skateboard trick in a metropolitan area where a man and woman are walking away from the camera.,The man is being paid to perform tricks on his board.,The man performs tricks on his skateboard in places where there are passerby's.,neutral,entailment,"A young man dressed in a black t-shirt, blue jeans and a blue baseball cap performs a skateboarding trick on a granite bench in front of a pharmacy building. Teenagers congregate in front of the old pharmacy to skateboard together."
3028,A group of people talking at tables.,The people are talking about sports.,The people are not talking about mathematics.,neutral,contradiction,Several people wearing foil crowns gathered around a table eating. A group of people sat around eating dinner.
3029,A group of people talking at tables.,The people are talking about sports.,,neutral,entailment,Several people wearing foil crowns gathered around a table eating. A group of people sat around eating dinner.
3030,A woman is holding a bird while sitting in a flowering tree.,A woman shoveling snow from her driveway.,A woman is being indoors.,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
3031,A woman is holding a bird while sitting in a flowering tree.,A woman shoveling snow from her driveway.,A woman is watching the flowers grow while sitting in a flowering tree.,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
3032,A man with a blue baseball cap on is sleeping against a rock.,The man dozes off against a rock.,The man wakes up against a rock.,entailment,contradiction,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
3033,A man with a blue baseball cap on is sleeping against a rock.,The man dozes off against a rock.,A man rests near a rock.,entailment,neutral,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
3034,A multitude of people in swim-wear play in the water in front of a white wall while people behind a row of bicycles look on.,"A group of people play in the water, while other's watch.","A group of people play in the water, while other's refuse to watch.",entailment,contradiction,A group of people play a game in the road. people playing a game
3035,A multitude of people in swim-wear play in the water in front of a white wall while people behind a row of bicycles look on.,"A group of people play in the water, while other's watch.","Some people engage in water activities, and some watch from a distance.",entailment,neutral,A group of people play a game in the road. people playing a game
3036,Two people sitting at a table in a restaurant.,Two people are getting ready to eat.,Two people are finishing their meal.,entailment,contradiction,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
3037,Two people sitting at a table in a restaurant.,Two people are getting ready to eat.,Two people are seated and preparing to eat/about to eat.,entailment,neutral,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
3038,A child on a plastic sled.,The child is outside.,The child is not outside.,neutral,contradiction,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
3039,A child on a plastic sled.,The child is outside.,A child on a plastic sled.,neutral,entailment,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
3040,A man and woman stand in front of a large red modern statue.,The man and woman are sitting.,The man and woman stand in front of a large red modern statue.,contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
3041,A man and woman stand in front of a large red modern statue.,The man and woman are sitting.,They are resting or sitting quietly or observing in front of the large red modern statue.,contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
3042,A man riding his bicycle near the ocean.,The skier jumps the ramp.,A man riding a bicycle.,contradiction,entailment,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
3043,A man riding his bicycle near the ocean.,The skier jumps the ramp.,A man on a ski glides down the slope.,contradiction,neutral,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
3044,Three women playing volleyball and two are jumping to attempt to block a shot.,the women are tall,,entailment,contradiction,"Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue. A woman is wearing red."
3045,Three women playing volleyball and two are jumping to attempt to block a shot.,the women are tall,,entailment,neutral,"Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue. A woman is wearing red."
3046,"a young girl climbs a rock wall, in a purple dress.",A girl in a purple dress is climbing a wall.,A girl in a purple dress is not climbing a wall.,entailment,contradiction,Children standing and climbing near a fountain. Kids standing and climbing.
3047,"a young girl climbs a rock wall, in a purple dress.",A girl in a purple dress is climbing a wall.,Girl in a purple dress is climbing a wall.,entailment,neutral,Children standing and climbing near a fountain. Kids standing and climbing.
3048,A woman with sunglasses on her head is carrying a blond toddler.,a woman carries her kid after he is tired from school,The woman is carrying the blond toddler while carrying.,neutral,entailment,A woman in orange performs with puppets while a little boy in a monkey costume walks by. The puppeteer has her hand in a sock.
3049,A woman with sunglasses on her head is carrying a blond toddler.,a woman carries her kid after he is tired from school,The woman does not carry her kid before he goes to school.,neutral,contradiction,A woman in orange performs with puppets while a little boy in a monkey costume walks by. The puppeteer has her hand in a sock.
3050,"A woman in a beige blazer and sunglasses stares toward a man in a striped t-shirt, who is staring at two smiling women in military attire on a city sidewalk.",Someone looks at a man who stares at people.,"Someone who is smiling at a dog, stares at a man.",neutral,contradiction,Three men and two women stand facing the ocean from the shore on a sunny day. People stand in the ocean waves.
3051,"A woman in a beige blazer and sunglasses stares toward a man in a striped t-shirt, who is staring at two smiling women in military attire on a city sidewalk.",Someone looks at a man who stares at people.,"A woman in a beige blazer and sunglasses stares toward a man in a striped t-shirt, who is looking at the woman in military attire on a city sidewalk.",neutral,entailment,Three men and two women stand facing the ocean from the shore on a sunny day. People stand in the ocean waves.
3052,Asian police in blue uniforms are standing in front of a construction site.,There is an Asian police officer.,An African police officer is standing in front of a construction site.,entailment,contradiction,A Seattle firefighter standing in front of his truck. The firefighter is standing.
3053,Asian police in blue uniforms are standing in front of a construction site.,There is an Asian police officer.,An Asian police officer is on duty.,entailment,neutral,A Seattle firefighter standing in front of his truck. The firefighter is standing.
3054,A person wearing a purple helmet is snowboarding down a hillside.,A person is wearing a helmet outside.,A person wearing a purple helmet is down a hillside.,neutral,entailment,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
3055,A person wearing a purple helmet is snowboarding down a hillside.,A person is wearing a helmet outside.,A person not wearing a helmet.,neutral,contradiction,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
3056,A football player pushes a weight sled across the football field,A sports player is pushing an object outside.,A sports player jumps over a hole.,entailment,contradiction,A group of people play a game in the road. people playing a game
3057,A football player pushes a weight sled across the football field,A sports player is pushing an object outside.,An athlete pushes something out of doors.,entailment,neutral,A group of people play a game in the road. people playing a game
3058,An old man with a mustache is sitting down holding a gun and smiling.,A man has a firearm.,A man holds a firearm.,entailment,neutral,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
3059,An old man with a mustache is sitting down holding a gun and smiling.,A man has a firearm.,A man does not have a firearm.,entailment,contradiction,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
3060,Two cyclists traverse a green terrain.,The cyclists are outdoors.,Two cyclists traverse a green terrain indoors,entailment,contradiction,A woman in a red and white jacket riding a bicycle. a woman rides a bike
3061,Two cyclists traverse a green terrain.,The cyclists are outdoors.,Two cyclists traverse a green terrain. The cyclists are indoors.,entailment,neutral,A woman in a red and white jacket riding a bicycle. a woman rides a bike
3062,A woman is looking out of a window while cleaning a broken flower pot.,A woman looks at her evil cat on the floor.,,contradiction,neutral,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
3063,A woman is looking out of a window while cleaning a broken flower pot.,A woman looks at her evil cat on the floor.,A woman looks at a cat (on the floor),contradiction,entailment,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
3064,Soldier sitting on top of Jeep holding a machine gun and soldier sitting inside.,The soldiers are fighting a war.,---,neutral,entailment,Four guys with guns and army gear. The four guys are in the army.
3065,Soldier sitting on top of Jeep holding a machine gun and soldier sitting inside.,The soldiers are fighting a war.,Soldiers are not fighting a war. ,neutral,contradiction,Four guys with guns and army gear. The four guys are in the army.
3066,Several men climbing a pole as a crowd watches them.,The men are riding bikes.,Several men ride bikes around the pole.,contradiction,entailment,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
3067,Several men climbing a pole as a crowd watches them.,The men are riding bikes.,Several men riding bikes near the pole.,contradiction,neutral,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
3068,Two men paint a curb on a busy street corner.,A tennis player swings at a bug.,A person practices in isolation.,contradiction,neutral,Man reading a book while working as a street vendor. A man flies a kite.
3069,Two men paint a curb on a busy street corner.,A tennis player swings at a bug.,"Two men paint the curb with their brushes, creating beautiful designs on the canvass of the street.",contradiction,entailment,Man reading a book while working as a street vendor. A man flies a kite.
3070,"Three people looking concerned facing us, a girl in a backback facing away.",All of the people are girls.,"No people, carrying a large bag, looking unusual, facing towards us.",neutral,contradiction,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
3071,"Three people looking concerned facing us, a girl in a backback facing away.",All of the people are girls.,Three girls facing us.,neutral,entailment,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
3072,a lady walking down the street holding something on top of her head,A lady walks on the street slowly,A lady walks down the street.,neutral,entailment,A woman wearing a red scarf raises her hand as she walks in a parade. A woman raises her hand as she walks in a parade for St. Patrick's Day.
3073,a lady walking down the street holding something on top of her head,A lady walks on the street slowly,A lady walks on the street in a hurry.,neutral,contradiction,A woman wearing a red scarf raises her hand as she walks in a parade. A woman raises her hand as she walks in a parade for St. Patrick's Day.
3074,"A long-haired musician, playing his guitar in a performance.","A long-haired musician, playing his guitar and singing in a performance.",,neutral,entailment,A musician with short blond-hair and wearing a blue scarf and vest plays a string instrument while singing. A tall person with a scarf
3075,"A long-haired musician, playing his guitar in a performance.","A long-haired musician, playing his guitar and singing in a performance.","A short-haired singer, not playing his guitar in a performance.",neutral,contradiction,A musician with short blond-hair and wearing a blue scarf and vest plays a string instrument while singing. A tall person with a scarf
3076,A family is observing a flying show.,A family looking up into the sky at a flight show outside.,A family is inside a building.,entailment,contradiction,A group of people dressed in Santa Claus suits are looking towards an audience while a DJ runs a sound board and another person throws green balls into the air. A crowd of santas are on stage at a Christmas party.
3077,A family is observing a flying show.,A family looking up into the sky at a flight show outside.,Spectators watch something from a distance.,entailment,neutral,A group of people dressed in Santa Claus suits are looking towards an audience while a DJ runs a sound board and another person throws green balls into the air. A crowd of santas are on stage at a Christmas party.
3078,the two boys playing guitar,Two girls are singing a duet.,Two girls are playing an instrument.,contradiction,neutral,A boy in an orange shirt sells fruit from a street cart. A boy wears a blue shirt and sings in the rain.
3079,the two boys playing guitar,Two girls are singing a duet.,Two boys are playing guitar.,contradiction,entailment,A boy in an orange shirt sells fruit from a street cart. A boy wears a blue shirt and sings in the rain.
3080,"A boy is standing in a boat, holding up a fish to the camera and smiling.",A boy posing with a fish.,A man stumbles with a fish.,entailment,contradiction,A boy with a basketballs glowers at the camera. The boy scowls
