A woman with a bright blue satchel measures the blood pressure of an old woman sitting in a chair.	Two doctors are playing.	entailment
A woman with a bright blue satchel measures the blood pressure of an old woman sitting in a chair.	Two people are not playing doctor.	contradiction
A woman in sunglasses is brushing her hair back.	A lady is using a comb.	neutral
Two men in a graveyard, one digging and the other on a cellphone.	Two females are seen in an area with flowers.	contradiction
A person uses his or her laptop in a kiosk.	A person uses a laptop in a place.	entailment
The baby in the pink romper is smiling.	The happy baby is happy.	entailment
A woman is reading a magazine in a reception room.	A woman is sitting down at a doctors office.	entailment
Two dogs play in the grass.	Two dogs are playing with each other.	entailment
Two men wearing white, one with a red belt one with a blue belt fight on a blue and red mat with another man refereeing.	Two men in white bathrobes, one with a red belt and one with a blue belt, are relaxing in a sauna while reading.	entailment
A quarterback hands off the football to a running back.	A running back.	neutral
Wonderful clear skies and beautiful night.	Clear skies shine on wonderful nights.	entailment
A person wearing white socks and black shoes is in front of a microphone.	A person wearing white socks and black shoes is not in front of a microphone.	contradiction
Two men are helping another man cross a stream.	Several people are standing on the ground.	neutral
Kids chasing a soccer ball.	Kids chasing a soccer ball. Kids sitting.	contradiction
A police officer on a bicycle rests on a stone pathway in a lightly crowded area.	A person sits on a path in an area.	neutral
This family needs a rest after their long walk so they stop at the park to feed the pigeons.	They've decided to take a break after their long walk and feed the pigeons at the park.	entailment
An old man with white hair in a red hat	The old man with white hair in a red hat and is in a red hat.	entailment
The young lady, in the black and blue shirt, is blow drying and brushing her hair, while another woman watches.	A lady is getting ready to go out as her friend watches.	entailment
A man sitting in a chair in the middle of a group of people.	A man sits and tells surrounded by people.	entailment
A woman in a skirt and cowboy hat and a woman in pink pants with an exposed midriff are walking down the street looking at the shops.	A woman in a skirt and cowboy hat and a woman in pink pants with an exposed midriff are walking down the street looking at the shops. Women are walking down the street.	entailment
Several people on a beach, and a ball.	The team prepare to play a board game.	contradiction
Several people on a beach, and a ball.	The team prepare to play with the ball.	entailment
A woman pushes a cleaning machine while walking on a brick pathway beside a minivan yellow cab.	The women is sitting in a chair in a dark room pushing a heavy machine.	contradiction
A crowd of people, with a man checking his phone facing you.	No woman can see her phone in her hands.	contradiction
The lady is walking to class in the snow.	A man hurrying to get in the snow.	contradiction
A woman is surprised to have her picture taken on this fall day outside Spaulding's women's store.	She is infamous.	contradiction
Two people kissing in a unkempt yard.	A couple enjoys nature in a unkempt yard.	neutral
Two people kissing in a unkempt yard.	The couple kiss indoors in an immaculate indoor setting.	contradiction
Several members of a wedding party, including the bride, are walking past a lamp and some park benches.	The people are running at a mall.	contradiction
The woman in blue shorts and a brown vest has a black dog to the right of her and a dog behind her.	A woman is walking three dogs.	neutral
A man with red and yellow knee high socks, a polka dot short-sleeved button up shirt, suspenders and brown shorts with a design on them is in front of an audience working a strange contraption in his hands.	A person with red and yellow knee high socks, a polka dot short-sleeved button up shirt, suspenders and brown shorts with a design on them is in a public space holding an unusual object. They are surrounded by people who are captivated by their performance of music.	neutral
Three people are skating around a curved street while onlookers watch them perform.	Three people are skating around a curved street.	neutral
The graffiti on the wall is bland and tasteless.	The graffiti on the wall is vibrant and colorful.	entailment
A woman poses with a small girl in front of a flower bush.	A woman poses with a girlscouts in front of a flower bush.	neutral
A young man preparing food with diners in the background	The man prepares breakfast.	entailment
The lady in the multicolored shirt has a necklace on a white object in her hand.	The man in the multicolored shirt has a necklace on a black object that he is dropping.	contradiction
A group of small children and an older woman look at statues	People ignoring trash.	contradiction
Red cross workers and emergency personnel stand next to a wrecked black automobile.	A vehicle has been slightly damaged in an accident.	neutral
A man on stage playing guitar.	Silence is being maintained.	contradiction
A group of kids standing outside.	There are kids indoors.	contradiction
A Malaysian contestant is riding a bike on a trainer.	A Malaysian contestant rides a bike down the road.	entailment
A Malaysian contestant is riding a bike on a trainer.	A person walks down the road.	neutral
An elderly man, wearing a white hat, is sweeping a parking lot.	A young woman is outside.	contradiction
A guy on a surfboard.	A man surfing on the ocean with his surfboard.	entailment
man in t-shirt and shorts doing a backflip on a sand hill.	The man is at the beach.	entailment
Two women watching a parade.	Four humans watching a parade.	contradiction
Two women watching a parade.	Two other women watching a parade.	neutral
An old man smiling at the camera in front of a rocky, barren patch of land.	The old man is smiling.	entailment
Two surgeons performing a surgery.	Two surgeons performing the surgery.	entailment
A man dressed in yellow and black is performing a magic trick at a marina.	There are no sailboats in sight while the magician is nowhere to be found.	contradiction
Children are playing in a fountain.	Children are playing with toy kites near a fountain.	neutral
A person wears a mask.	A person is uncovering their hand.	contradiction
Photo is of a female bicyclist(#9) as she rides a red bicycle down a street lined with caution cones.	A female bicyclist rides down a street lined with caution cones.	entailment
Teacher explains opportunity to an overweight woman in a yellow shirt.	The male teacher is a very mean teacher.	contradiction
Two children eating food.	Two sisters are eating food together.	neutral
Two men boxing in a wired cage.	No one will lose the chess game.	contradiction
Two men boxing in a wired cage.	One of the two men is going to win the boxing match.	entailment
A little boy wearing a blue hat and coat is standing amongst the pigeons on the street.	A little boy wearing a blue hat and coat is standing amongst the pigeons on the street.	neutral
A little boy wearing a blue hat and coat is standing amongst the pigeons on the street.	A boy is standing amongst the pigeons on the street.	entailment
A man with no shirt and a woman in a bikini in the water looking away from the camera.	A man with a shirt and a man in a bikini in the water looking at the camera.	contradiction
A girl kicks a ball with three girls doing the same in the background.	A girl kicks a ball with three girls kicking balls in the background. Two girls are wearing dresses.	entailment
A tired-looking young asian couple in casual clothes stand outside on a sidewalk with late-afternoon shadows stretching to their left.	Someone stands on a sidewalk.	neutral
Some men are finishing a race.	People starting a race.	contradiction
There are young men playing a game of football, one man has been tackled by another player.	Players play football on the ground.	entailment
A man in a white shirt walks in the tall grass holding a stick.	A man in a white shirt walks on the ground holding a stick in the grass.	entailment
a band playing a show for a group on fans.	A musical group is hiding from the fans.	contradiction
LeBron James passes a basketball while wearing a USA Jersey while 4 opponents stand nearby.	A basketball player involved in a basketball game.	neutral
Guy in white fuzzy jacket plays guitar while a man in purple button up sings.	Two men talking.	neutral
A man with a blue baseball cap on is sleeping against a rock.	A man with a blue baseball cap on is awake in a bed.	contradiction
A multitude of people in swim-wear play in the water in front of a white wall while people behind a row of bicycles look on.	people avoid playing in the water, while others avoid watching.	contradiction
Three women playing volleyball and two are jumping to attempt to block a shot.	Three people playing volleyball and two are jumping to attempt to block a shot. the people are of varying heights	neutral
A woman in a beige blazer and sunglasses stares toward a man in a striped t-shirt, who is staring at two smiling women in military attire on a city sidewalk.	A woman in a beige blazer and sunglasses looks away from a man, who ignores two frowning women in military attire on a city sidewalk. Nobody looks at a man who stares at people.	contradiction
A woman in a beige blazer and sunglasses stares toward a man in a striped t-shirt, who is staring at two smiling women in military attire on a city sidewalk.	A woman in a beige blazer and sunglasses stares toward a man in a striped t-shirt, who is staring at a man.	entailment
An old man with a mustache is sitting down holding a gun and smiling.	A man is sitting down holding a gun.	neutral
Two cyclists traverse a green terrain.	Two cyclists traverse the ground outside.	neutral
A woman is looking out of a window while cleaning a broken flower pot.	A woman looks at a plant on the floor.	neutral
A woman is looking out of a window while cleaning a broken flower pot.	A woman gazes at a view while tending to a plant.	entailment
Several men climbing a pole as a crowd watches them.	Several men climb a pole as a crowd watches them. Several men ride bikes.	entailment
A long-haired musician, playing his guitar in a performance.	A long-haired musician, playing his guitar in a performance and playing his guitar.	entailment
A boy lying on a floral department store couch with his feet in a girl's lap.	A girl is lying on a couch.	contradiction
Three people stand in line waiting to buy something to eat at a fair booth selling Martins' Famous Louisiana Sausage's (sic).	Three people wait for their food at a fair booth selling Martins' Famous Louisiana Sausage's (sic).	neutral
A man in period clothing stands behind a bar.	A person is at a restaurant.	neutral
Men playing soccer in a field	(Blank)	neutral
A large group of close together cyclists in the middle of a road race.	A large group of close together cyclists in the middle of a road race. The cyclists are on the team bus.	neutral
Two women in white lab coats examine a dyed area on a cluster of cells using a projector.	Two women use a guitar.	contradiction
Two women in white lab coats examine a dyed area on a cluster of cells using a projector.	Some people use some equipment.	neutral
Two persons are examining a bicycle that is upside down on some asphalt in front of somebody's yard and home.	The person is examining a book.	contradiction
Two people leaning over a fence looking at the water.	Some people are kayaking in the lake.	neutral
A man is reading a newspaper on a subway.	A man is reading a newspaper on public transportation.	entailment
An audacious motorcyclist who is zooming through a racetrack.	There is an astronaut that is flying in space.	contradiction
The strong male partner in the water dancing team held his female partner above his head while she posed acrobatically over his head.	The man and woman are on the bed.	neutral
A woman in a white shirt is speaking to an audience made up mostly of children.	The woman is speaking to an audience made up mostly of children.	entailment
A picture of a sidewalk in a city with people and cars.	People take pictures.	neutral
A woman is lying in a hospital bed.	The woman lies in the hospital bed.	entailment
A man in a puffy black coat stands near a tree trunk while a woman in a white scarf stands next to him with her head slightly bowed.	One person is away from no tree.	contradiction
Two children kick each other while being suspended from the ceiling.	Two children dislike one another while hanging from the ceiling.	entailment
Young Asian girls rest along a river's edge.	People sit by the water's side.	neutral
Two kids wearing white robes are practicing martial arts; boy on the left has blond-hair and is blocking a punch thrown by the dark-haired boy on the right.	The boy on the left, who has blond-hair, is blocking a punch thrown by the dark-haired boy on the right.	entailment
Multiple race cars seems to need tune ups, two yellow car one white and one black	Multiple race cars appear to need a maintenance check, two yellow car one white and one black Their performance is subpar.	neutral
Multiple race cars seems to need tune ups, two yellow car one white and one black	Bicycles are running at record speeds.	contradiction
A young man shaves his face, while a girl behind him takes a picture in the mirror.	Two people enjoy shaving bodies	neutral
A blond-haired woman wearing a blue shirt unwraps a hat.	A blonde-haired man has not a shirt on.	contradiction
A man standing behind the counter	A man is standing at a cashier in a store.	entailment
Two motorcyclist racing on an inclined track.	Two people in a pool are swimming on a track.	contradiction
Three football players are tackling a red uniformed football player during a football game.	Four kids are playing basketball with a red uniformed football player during a football game.	entailment
A man in a blue checked shirt is walking on the street with his hand in his pocket, and passing an orange cone.	A man is walking.	neutral
A person wearing a hat and carrying a knapsack walks uphill on a sand dune under a dark, cloudy sky and leaves the only visible footprints behind.	A person wearing a hat and carrying a knapsack walks uphill on a sand dune under a bright, sunny sky and leaves the only visible footprints behind.	entailment
A man is using a jackhammer to work on a sidewalk.	There is a woman working with a flower.	contradiction
A man is using a jackhammer to work on a sidewalk.	There is a man walking on the sidewalk.	neutral
A man with black gloves sits on someone's shoulders to take a picture.	A tall man with black gloves sits on someone's shoulders to take a picture.	contradiction
A young woman midair gets ready for an intense tennis match, her partner walks behind her.	A woman and her opponent prepare to play a chess game.	contradiction
A young woman midair gets ready for an intense tennis match, her partner walks behind her.	A woman and they play a sport.	neutral
A girl jumping into a swimming pool	A person is taking a bath outside.	neutral
Two female performers are dressed in eccentric clothing, one wearing red and looks un-amused and one wearing blue that looks extremely happy.	Two female performers wearing eccentric clothing.	neutral
The man wearing blue jeans is fishing.	The man is in a boat fishing.	entailment
A man wearing blue repairs the clay tiles on a roof using a yellow cement.	The man used the yellow cement to repair the roof from the roof.	entailment
Girls with a blue bucket is playing and splashing in the ocean water.	A girl is playing at the ocean.	entailment
A soccer player in white is about to strike the ball in front of a large crowd as an opponent in red tries to make a play on him.	A player using his feet is playing in a game in front of a large crowd.	entailment
