original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
A man and woman stand in front of a large red modern statue.,The man and woman are sitting., A people and people stand in front of a large red modern statue.,contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
A man and woman stand in front of a large red modern statue.,The man and woman are sitting.,A man and woman stand in front of a large red modern statue. The man and woman are standing.,contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
A man riding his bicycle near the ocean.,The skier jumps the ramp.,,contradiction,neutral,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
A man riding his bicycle near the ocean.,The skier jumps the ramp.,,contradiction,entailment,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
Three women playing volleyball and two are jumping to attempt to block a shot.,the women are tall,Three women playing volleyball and two are jumping to attempt to block a shot. the one on the left,entailment,neutral,"Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue. A woman is wearing red."
Three women playing volleyball and two are jumping to attempt to block a shot.,the women are tall,"Three women playing volleyball, with volleyball net in the background and two are jumping to attempt to block a shot. the women are tall.",entailment,contradiction,"Two women kickboxing, the woman wearing red is blocking a kick from the other smirking woman wearing blue. A woman is wearing red."
"a young girl climbs a rock wall, in a purple dress.",A girl in a purple dress is climbing a wall.,"this girl climbs a rock wall, in a purple dress.",entailment,neutral,Children standing and climbing near a fountain. Kids standing and climbing.
"a young girl climbs a rock wall, in a purple dress.",A girl in a purple dress is climbing a wall.,,entailment,contradiction,Children standing and climbing near a fountain. Kids standing and climbing.
A woman with sunglasses on her head is carrying a blond toddler.,a woman carries her kid after he is tired from school,A woman with sunglasses on her head is carrying a blond toddler.,neutral,entailment,A woman in orange performs with puppets while a little boy in a monkey costume walks by. The puppeteer has her hand in a sock.
A woman with sunglasses on her head is carrying a blond toddler.,a woman carries her kid after he is tired from school,A woman with a hat on her head is carrying a blond toddler.,neutral,contradiction,A woman in orange performs with puppets while a little boy in a monkey costume walks by. The puppeteer has her hand in a sock.
"A woman in a beige blazer and sunglasses stares toward a man in a striped t-shirt, who is staring at two smiling women in military attire on a city sidewalk.",Someone looks at a man who stares at people.,A woman looks at a man who gazes,neutral,entailment,Three men and two women stand facing the ocean from the shore on a sunny day. People stand in the ocean waves.
"A woman in a beige blazer and sunglasses stares toward a man in a striped t-shirt, who is staring at two smiling women in military attire on a city sidewalk.",Someone looks at a man who stares at people.,"A woman in a beige blazer and sunglasses stares toward a man in a striped t-shirt, who is not staring at people on a city sidewalk in the winter.",neutral,contradiction,Three men and two women stand facing the ocean from the shore on a sunny day. People stand in the ocean waves.
Asian police in blue uniforms are standing in front of a construction site.,There is an Asian police officer.,"""There are no Asian police officers who are not standing in front of a construction site.""",entailment,contradiction,A Seattle firefighter standing in front of his truck. The firefighter is standing.
Asian police in blue uniforms are standing in front of a construction site.,There is an Asian police officer.,two police officers in blue uniforms are standing in front of a construction site. There is an Asian police officer.,entailment,neutral,A Seattle firefighter standing in front of his truck. The firefighter is standing.
A person wearing a purple helmet is snowboarding down a hillside.,A person is wearing a helmet outside.,A person wearing a purple helmet and snowboarding down a hillside. A person is wearing a helmet outside.,neutral,entailment,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
A person wearing a purple helmet is snowboarding down a hillside.,A person is wearing a helmet outside.,snowboarding down a is wearing a is on the snow.,neutral,contradiction,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
A football player pushes a weight sled across the football field,A sports player is pushing an object outside.,A football player is pulling a cart on the football field The sports player is pushing an object outside.,entailment,neutral,A group of people play a game in the road. people playing a game
A football player pushes a weight sled across the football field,A sports player is pushing an object outside.,A football player pushes a lightweight sled into the football field A sports player is pushing an object from the field.,entailment,contradiction,A group of people play a game in the road. people playing a game
An old man with a mustache is sitting down holding a gun and smiling.,A man has a firearm.,,entailment,neutral,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
An old man with a mustache is sitting down holding a gun and smiling.,A man has a firearm.,,entailment,contradiction,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
Two cyclists traverse a green terrain.,The cyclists are outdoors.,,entailment,neutral,A woman in a red and white jacket riding a bicycle. a woman rides a bike
Two cyclists traverse a green terrain.,The cyclists are outdoors.,Two cyclists traverse an indoor terrain.,entailment,contradiction,A woman in a red and white jacket riding a bicycle. a woman rides a bike
A woman is looking out of a window while cleaning a broken flower pot.,A woman looks at her evil cat on the floor.,,contradiction,entailment,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
A woman is looking out of a window while cleaning a broken flower pot.,A woman looks at her evil cat on the floor.,"While cleaning a cleaned flower pot, a woman looks at her evil cat on the window.",contradiction,neutral,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
Soldier sitting on top of Jeep holding a machine gun and soldier sitting inside.,The soldiers are fighting a war.,Soldier dancing on top of Jeep holding a machine gun and soldier standing inside.,neutral,contradiction,Four guys with guns and army gear. The four guys are in the army.
Soldier sitting on top of Jeep holding a machine gun and soldier sitting inside.,The soldiers are fighting a war.,Soldier sitting inside a jeep holding a machine gun and soldier inside together.,neutral,entailment,Four guys with guns and army gear. The four guys are in the army.
Several men climbing a pole as a crowd watches them.,The men are riding bikes.,,contradiction,neutral,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
Several men climbing a pole as a crowd watches them.,The men are riding bikes.,Several men as a crowd watches them climbing a pole riding bikes.,contradiction,entailment,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
Two men paint a curb on a busy street corner.,A tennis player swings at a bug.,,contradiction,neutral,Man reading a book while working as a street vendor. A man flies a kite.
Two men paint a curb on a busy street corner.,A tennis player swings at a bug.,Two kids make a playground on a busy street corner.,contradiction,entailment,Man reading a book while working as a street vendor. A man flies a kite.
"Three people looking concerned facing us, a girl in a backback facing away.",All of the people are girls.,A man and a girl in a backback facing away. Both of the person are guys.,neutral,contradiction,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
"Three people looking concerned facing us, a girl in a backback facing away.",All of the people are girls.,"Three people looking concerned facing us, a girl in a backpack facing away. All, of, the people, are girls.",neutral,entailment,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
a lady walking down the street holding something on top of her head,A lady walks on the street slowly,,neutral,contradiction,A woman wearing a red scarf raises her hand as she walks in a parade. A woman raises her hand as she walks in a parade for St. Patrick's Day.
a lady walking down the street holding something on top of her head,A lady walks on the street slowly,a lady walks on the street slowly holding something,neutral,entailment,A woman wearing a red scarf raises her hand as she walks in a parade. A woman raises her hand as she walks in a parade for St. Patrick's Day.
"A long-haired musician, playing his guitar in a performance.","A long-haired musician, playing his guitar and singing in a performance.","A long-haired musician, playing his guitar in a performance.",neutral,contradiction,A musician with short blond-hair and wearing a blue scarf and vest plays a string instrument while singing. A tall person with a scarf
"A long-haired musician, playing his guitar in a performance.","A long-haired musician, playing his guitar and singing in a performance.",,neutral,entailment,A musician with short blond-hair and wearing a blue scarf and vest plays a string instrument while singing. A tall person with a scarf
A family is observing a flying show.,A family looking up into the sky at a flight show outside.,A family is observing a large white bird.,entailment,neutral,A group of people dressed in Santa Claus suits are looking towards an audience while a DJ runs a sound board and another person throws green balls into the air. A crowd of santas are on stage at a Christmas party.
A family is observing a flying show.,A family looking up into the sky at a flight show outside.,,entailment,contradiction,A group of people dressed in Santa Claus suits are looking towards an audience while a DJ runs a sound board and another person throws green balls into the air. A crowd of santas are on stage at a Christmas party.
the two boys playing guitar,Two girls are singing a duet.,A boy in a blue shirt is playing two guitars.,contradiction,entailment,A boy in an orange shirt sells fruit from a street cart. A boy wears a blue shirt and sings in the rain.
the two boys playing guitar,Two girls are singing a duet.,,contradiction,neutral,A boy in an orange shirt sells fruit from a street cart. A boy wears a blue shirt and sings in the rain.
"A boy is standing in a boat, holding up a fish to the camera and smiling.",A boy posing with a fish.,,entailment,neutral,A boy with a basketballs glowers at the camera. The boy scowls
"A boy is standing in a boat, holding up a fish to the camera and smiling.",A boy posing with a fish.,,entailment,contradiction,A boy with a basketballs glowers at the camera. The boy scowls
A cowboy on the back of a galloping horse.,A cowboy is on the horse.,A cowboy on the back of a galloping dog. A cowboy is on the dog.,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
A cowboy on the back of a galloping horse.,A cowboy is on the horse.,A cowboy is with walking horse. (Not sure!),entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
The person is standing far away while another person is taking a picture.,The person is standing close by while another is taking a picture.,The person is standing far away while another person is taking a picture.,contradiction,neutral,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
The person is standing far away while another person is taking a picture.,The person is standing close by while another is taking a picture.,The person is standing close by while another person is taking a picture.,contradiction,entailment,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
A boy lying on a floral department store couch with his feet in a girl's lap.,A boy is lying on a couch.,A boy sitting on a floral department store couch with his feet in a girl's lap.,entailment,contradiction,A little boy bowls in a carpeted hallway. A boy is bowling.
A boy lying on a floral department store couch with his feet in a girl's lap.,A boy is lying on a couch.,A boy is lying on a couch.,entailment,neutral,A little boy bowls in a carpeted hallway. A boy is bowling.
Three people stand in line waiting to buy something to eat at a fair booth selling Martins' Famous Louisiana Sausage's (sic).,Three hungry people at a fair wait for their sausages.,Three people stand in line waiting to buy something to eat at a fair booth selling Martins' Famous Louisiana Sausage's (sic). Three hungry people at a fair **not** wait for their sausages.,entailment,contradiction,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
Three people stand in line waiting to buy something to eat at a fair booth selling Martins' Famous Louisiana Sausage's (sic).,Three hungry people at a fair wait for their sausages.,,entailment,neutral,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
"A little boy, playing t-ball on a sunny day with his dad watching from behind the fence.",A little boy is playing on his t ball team and his dad is watching him.,"A little boy, playing rugby on a sunny day with his dad watching in the middle of the field.",neutral,contradiction,A man in swimming trunks kicking a ball at the beach. A man wearing swimming trunks kicks a ball around with his son at the beach.
"A little boy, playing t-ball on a sunny day with his dad watching from behind the fence.",A little boy is playing on his t ball team and his dad is watching him.,"A little boy, playing t-ball on a sunny day with dad watching from behind the fence at the game.",neutral,entailment,A man in swimming trunks kicking a ball at the beach. A man wearing swimming trunks kicks a ball around with his son at the beach.
Three asian woman wearing white.,Three woman are wearing solid blue.,Three caucasian woman wearing in blue.,contradiction,entailment,"Two women both in sandals, one in a green hat is tying the other woman's dress strap. Two men are getting dressed."
Three asian woman wearing white.,Three woman are wearing solid blue.,,contradiction,neutral,"Two women both in sandals, one in a green hat is tying the other woman's dress strap. Two men are getting dressed."
A small crowd of businessmen wait for their subway train.,A small crowd of businessmen are walking along the street heading to a meeting,"A small crowd of businessmen are walking, heading to a meeting for their subway train.",contradiction,entailment,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
A small crowd of businessmen wait for their subway train.,A small crowd of businessmen are walking along the street heading to a meeting,A small crowd of businessmen are sitting for their subway train.,contradiction,neutral,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
A man in period clothing stands behind a bar.,A woman is sitting at a table.,,contradiction,neutral,Man dressed in business casual attire playing the saxophone with the rest of a band. Man dressed in business casual attire playing the oboe with the rest of a band.
A man in period clothing stands behind a bar.,A woman is sitting at a table.,The man in period clothing is standing behind the bar and the woman is sitting at the table.,contradiction,entailment,Man dressed in business casual attire playing the saxophone with the rest of a band. Man dressed in business casual attire playing the oboe with the rest of a band.
"Six women in what appears to be a roller derby match, with bleachers and onlookers in the background.",Some people are eating in a quiet cafe.,Six women seated at the derby roller skate with onlookers enjoying the roller derby in the background. Some people are,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
"Six women in what appears to be a roller derby match, with bleachers and onlookers in the background.",Some people are eating in a quiet cafe.,,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
A girl with a backpack runs down the street.,A girl wears a backpack.,,entailment,contradiction,The girl in yellow shorts and white jacket has a tennis ball in her left pocket. A girl with a tennis ball in her pocket.
A girl with a backpack runs down the street.,A girl wears a backpack.,A girl wears a backpack.,entailment,neutral,The girl in yellow shorts and white jacket has a tennis ball in her left pocket. A girl with a tennis ball in her pocket.
Men playing soccer in a field,Men are playing soccer while wearing tights and pretending to be superman.,,contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
Men playing soccer in a field,Men are playing soccer while wearing tights and pretending to be superman.,Men playing soccer in a field. Men are playing soccer.,contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
A large group of close together cyclists in the middle of a road race.,The cyclists are riding the team bus to their race.,A large group of close together cyclists in a crowded street. A person walking with a bike.,contradiction,neutral,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
A large group of close together cyclists in the middle of a road race.,The cyclists are riding the team bus to their race.,,contradiction,entailment,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
A small child stepping away from a crowd-lined street in front of a band marching in a parade.,There is a kid leading a parade.,,neutral,contradiction,A woman wearing a red scarf raises her hand as she walks in a parade. A woman raises her hand as she walks in a parade for St. Patrick's Day.
A small child stepping away from a crowd-lined street in front of a band marching in a parade.,There is a kid leading a parade.,"A small child sees into crowd-lined street before a marchers, “there is a kid leading a parade”",neutral,entailment,A woman wearing a red scarf raises her hand as she walks in a parade. A woman raises her hand as she walks in a parade for St. Patrick's Day.
A check with a green shirt uses a blowtorch on some food.,The check is using a blowtorch to sear some meat.,,neutral,entailment,Two people are sitting under a tent while another stands. People sitting under a tent are cold while the other stands and tries to start a fire.
A check with a green shirt uses a blowtorch on some food.,The check is using a blowtorch to sear some meat.,,neutral,contradiction,Two people are sitting under a tent while another stands. People sitting under a tent are cold while the other stands and tries to start a fire.
A red-haired man in white pants glances at a couple sitting on a step.,The man is looking at a couple.,,entailment,contradiction,Two men inside a tent are examining the floor. men looking at the floor
A red-haired man in white pants glances at a couple sitting on a step.,The man is looking at a couple.,A red-haired man is looking at a couple.,entailment,neutral,Two men inside a tent are examining the floor. men looking at the floor
two men sit at a encripted stone in the mountains.,The men are outside in the mountains.,two woman sit at a encripted stone.,entailment,neutral,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
two men sit at a encripted stone in the mountains.,The men are outside in the mountains.,,entailment,contradiction,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
An Asian storefront with bikes and people walking.,A store offering a massive sale.,An Asian storefront with bikes and people walking in the front of a store offering a massive sale.,neutral,entailment,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
An Asian storefront with bikes and people walking.,A store offering a massive sale.,An Asian storefront with bikes and people walking. Not offering a slight no bargain with sale...,neutral,contradiction,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
Two people street cleaning by hand and with machine.,The street is big.,Two people street cleaning by hand and with a vacuum cleaner.,neutral,entailment,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
Two people street cleaning by hand and with machine.,The street is big.,,neutral,contradiction,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
A little girl wears a Dora the Explorer outfit while scrubbing rocks in a tub with a toothbrush.,A girl wearing a Barney outfit scrubs rocks in the tub with a sponge,A person wearing a woman outfit not scrubs things in the tub with a toothbrush.,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
A little girl wears a Dora the Explorer outfit while scrubbing rocks in a tub with a toothbrush.,A girl wearing a Barney outfit scrubs rocks in the tub with a sponge,,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
A man in a pointed hat carries many large bags full of food down a city street.,A man is carrying groceries home to his family.,A man carries many bags full of food down a city street to his family.,neutral,entailment,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
A man in a pointed hat carries many large bags full of food down a city street.,A man is carrying groceries home to his family.,,neutral,contradiction,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
Two young girls dressed in winter clothes play in a mound of snow.,Two young boys dressed in winter clothes play in a mound of snow.,Two young <mask> dressed in winter clothes play in a mound of snow. Two young girls dressed in winter clothes play in a mound of snow.,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
Two young girls dressed in winter clothes play in a mound of snow.,Two young boys dressed in winter clothes play in a mound of snow.,,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
Two women in white lab coats examine a dyed area on a cluster of cells using a projector.,Two women use a projector.,,entailment,neutral,two women in lab coats looking on a image projected on the wall. Some women are in a lab setting.
Two women in white lab coats examine a dyed area on a cluster of cells using a projector.,Two women use a projector.,The women were at a laboratory.,entailment,contradiction,two women in lab coats looking on a image projected on the wall. Some women are in a lab setting.
A woman in a short red dress and black boots stands while playing an electrified red cello.,A man dressed all in black charges forward towards a park bench.,,contradiction,neutral,A man playing a banjo near a tree at an outdoor event. The man is playing a cello inside.
A woman in a short red dress and black boots stands while playing an electrified red cello.,A man dressed all in black charges forward towards a park bench.,,contradiction,entailment,A man playing a banjo near a tree at an outdoor event. The man is playing a cello inside.
Two persons are examining a bicycle that is upside down on some asphalt in front of somebody's yard and home.,The person is examining a bike.,Two people are looking on a truck in front of its field and office.,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
Two persons are examining a bicycle that is upside down on some asphalt in front of somebody's yard and home.,The person is examining a bike.,,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
Two people leaning over a fence looking at the water.,People are kayaking in the water.,Two people leaning over a fence looking at the water.,contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
Two people leaning over a fence looking at the water.,People are kayaking in the water.,Two people going for on a fence looking at the water. People are kayaking in the water.,contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
A man in a red apron displays a gourmet plated entree.,The man displayed a sculpture.,,contradiction,neutral,Man reading a book while working as a street vendor. A man flies a kite.
A man in a red apron displays a gourmet plated entree.,The man displayed a sculpture.,A man displays a gourmet plated entree.,contradiction,entailment,Man reading a book while working as a street vendor. A man flies a kite.
A lady brings a drink to a seated couple comprised of a woman wearing a long white dress and a man in a dark suit.,A waitress serves a drink.,One person is serving drinks to another person.,entailment,neutral,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
A lady brings a drink to a seated couple comprised of a woman wearing a long white dress and a man in a dark suit.,A waitress serves a drink.,"Two men in dark suits are served a drink each. ""two men in dark suits.",entailment,contradiction,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
"A man on crutches in a red, blue, and white uniform is standing on a football field looking up at the sky.",The man was happy to be standing on a football feild,,neutral,entailment,An Indian man standing on the bank of a river. He is fishing.
"A man on crutches in a red, blue, and white uniform is standing on a football field looking up at the sky.",The man was happy to be standing on a football feild,,neutral,contradiction,An Indian man standing on the bank of a river. He is fishing.
A dog and sand blowing in the wind,A dog chews the side of the a couch.,,contradiction,neutral,A dog catching a Frisbee. A dog eating food.
A dog and sand blowing in the wind,A dog chews the side of the a couch.,,contradiction,entailment,A dog catching a Frisbee. A dog eating food.
Two women are shaking hands on a tennis court.,Two woman before a tennis match.,Two women in white are about to shake hands on a tennis court to play a match.,neutral,entailment,A man in red and black about to strike a tennis ball. A man is a tennis pro.
Two women are shaking hands on a tennis court.,Two woman before a tennis match.,Two men are shaking hands on a baseball court.,neutral,contradiction,A man in red and black about to strike a tennis ball. A man is a tennis pro.
A man in all black clothing shoveling snow from a sidewalk.,The guy is shoveling the snow outside has blue clothing.,,contradiction,neutral,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
A man in all black clothing shoveling snow from a sidewalk.,The guy is shoveling the snow outside has blue clothing.,A man in clothing shoveling snow from a sidewalk.,contradiction,entailment,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
a family gathers for a nice meal in a comfortable home watching tv next to the fireplace.,The group is playing basketball.,,contradiction,neutral,Two children plus two dachshunds get ready for a sleepover. The children are feeding the dogs
a family gathers for a nice meal in a comfortable home watching tv next to the fireplace.,The group is playing basketball.,A family gathers for a nice meal in a comfortable home watching tv. The group is playing basketball.,contradiction,entailment,Two children plus two dachshunds get ready for a sleepover. The children are feeding the dogs
Two boys pose with an action hero.,Three people pose.,Three people pose of a group.,entailment,neutral,Three young women pose for the camera at a parade. Three young women are dressed for the parade.
Two boys pose with an action hero.,Three people pose.,Two girls pose with an action hero.,entailment,contradiction,Three young women pose for the camera at a parade. Three young women are dressed for the parade.
A rugby scrum is formed on field made almost entirely of mud.,The team is playing in heavy rain.,,neutral,contradiction,Seven people are riding bikes on a sandy track. The people are racing.
A rugby scrum is formed on field made almost entirely of mud.,The team is playing in heavy rain.,A rugby scrum on a field of mud is formed on a field made almost entirely of mud.,neutral,entailment,Seven people are riding bikes on a sandy track. The people are racing.
"Three young children consisting of two girls and a boy who is holding an apple with a bite out of it, are posing on a scenic mountain view background.",The three young childeren were hold an apple with a bite on it,"'Three young children not consisting of two girls and a boy who is holding an apple with a bite out of it, are posing on a small town on a background. The three young childeren did not hold an apple with a bite on it",entailment,contradiction,A girl is standing and another one is sitting by a tree. There are two girls.
"Three young children consisting of two girls and a boy who is holding an apple with a bite out of it, are posing on a scenic mountain view background.",The three young childeren were hold an apple with a bite on it,One girl and a boy are holding by an apple with a bite out of it on a scenic mountain view background. the boy is hold an apple with a bite on it,entailment,neutral,A girl is standing and another one is sitting by a tree. There are two girls.
"A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.",A man in a tricorn hat eating bananas under an umbrella.,,contradiction,neutral,Man reading a book while working as a street vendor. A man flies a kite.
"A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.",A man in a tricorn hat eating bananas under an umbrella.,"A woman in a large, open-air store, large, pointy hat, basket of bread. A man in a tri-tip",contradiction,entailment,Man reading a book while working as a street vendor. A man flies a kite.
A man with saving cream on his face is having a kid scratch his head.,A child scratches a man's head while he is trying to shave.,,entailment,contradiction,A young child wearing a pink top is with a female adult. A kid is with a woman.
A man with saving cream on his face is having a kid scratch his head.,A child scratches a man's head while he is trying to shave.,A man with some cream on his face is having his head scratched by a young boy.,entailment,neutral,A young child wearing a pink top is with a female adult. A kid is with a woman.
A man is reading a newspaper on a subway.,A man is reading a newspaper on a bus.,,contradiction,neutral,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
A man is reading a newspaper on a subway.,A man is reading a newspaper on a bus.,,contradiction,entailment,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
A man watches a girl jump into a pool.,The girl is jumping on a trampoline.,A man jump on a small girl jump on a trampoline into a molecule.,contradiction,neutral,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
A man watches a girl jump into a pool.,The girl is jumping on a trampoline.,A man cheers a girl jump into a pool.,contradiction,entailment,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
many people gather outside.,group of people outdoors, people outdoors,entailment,neutral,A group of people play a game in the road. people playing a game
many people gather outside.,group of people outdoors,Many one outside. group of people outdoors,entailment,contradiction,A group of people play a game in the road. people playing a game
An audacious motorcyclist who is zooming through a racetrack.,There is a motorcylist that is riding fast.,An audacious hiker who is walking on the ground.,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
An audacious motorcyclist who is zooming through a racetrack.,There is a motorcylist that is riding fast.,,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
"A five-piece band, four of the men in red outfits and one of them in a leather jacket and jeans, perform on the sidewalk in front of a shop.",The band is performing.,"A four-piece band, four of the men in red outfits and one of them in a leather jacket and jeans, perform on the sidewalk in front of a shop.",entailment,neutral,A band performing on the corner of the street. The band is performing outdoors.
"A five-piece band, four of the men in red outfits and one of them in a leather jacket and jeans, perform on the sidewalk in front of a shop.",The band is performing.,,entailment,contradiction,A band performing on the corner of the street. The band is performing outdoors.
"A man in a park is leaning on a bar looking, towards the camera while a boy in the background is leaning over a bar, and a lady with a bag is reaching towards a girl.",The woman has cookies in her bag.,,neutral,contradiction,This is a man in a photo booth. A man in a photo booth at a carnival.
"A man in a park is leaning on a bar looking, towards the camera while a boy in the background is leaning over a bar, and a lady with a bag is reaching towards a girl.",The woman has cookies in her bag.,,neutral,entailment,This is a man in a photo booth. A man in a photo booth at a carnival.
A little girl sweeps a sidewalk.,A child sweeps the sidewalk outside the bakery.,A man sweeps a sidewalk.,neutral,contradiction,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
A little girl sweeps a sidewalk.,A child sweeps the sidewalk outside the bakery.,A little girl sweeps outside the bakery.,neutral,entailment,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
The strong male partner in the water dancing team held his female partner above his head while she posed acrobatically over his head.,The man and woman are in bed asleep.,,contradiction,neutral,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
The strong male partner in the water dancing team held his female partner above his head while she posed acrobatically over his head.,The man and woman are in bed asleep.,,contradiction,entailment,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
A woman in a white shirt is speaking to an audience made up mostly of children.,A woman is in a room with only adults.,A woman in a white shirt is speaking to a woman wearing a white shirt. ,contradiction,entailment,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
A woman in a white shirt is speaking to an audience made up mostly of children.,A woman is in a room with only adults.,,contradiction,neutral,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
a couple kisses.,The people are punching each other,Two people are kissing.,contradiction,entailment,A husky and a black cat nuzzling. A cat attacks a dog.
a couple kisses.,The people are punching each other,,contradiction,neutral,A husky and a black cat nuzzling. A cat attacks a dog.
A picture of a sidewalk in a city with people and cars.,People like picture.,,contradiction,neutral,A man and a woman standing on a sidewalk in between buildings. The sidewalk was deserted.
A picture of a sidewalk in a city with people and cars.,People like picture.,,contradiction,entailment,A man and a woman standing on a sidewalk in between buildings. The sidewalk was deserted.
A woman is lying in a hospital bed.,The woman lays in the grass.,A woman is lying in her bed.,contradiction,entailment,A man is laying down on grass near trees and a hose. A man is in his bed.
A woman is lying in a hospital bed.,The woman lays in the grass.,A woman is lying in a (hospital bed). The (woman) lays in the grass.,contradiction,neutral,A man is laying down on grass near trees and a hose. A man is in his bed.
A group of people work in their shared urban garden as passersby watch.,The people are attending a meeting at city hall.,A group of persons are working in a garden as passersby are busy with their work.,contradiction,neutral,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
A group of people work in their shared urban garden as passersby watch.,The people are attending a meeting at city hall.,A group of people who work in their shared urban garden as passersby watch and later attend a meeting at city hall.,contradiction,entailment,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
A man in a puffy black coat stands near a tree trunk while a woman in a white scarf stands next to him with her head slightly bowed.,two people are near a tree,a man in a puffy black coat stands near a tree branch while a woman in a white scarf stands next to him,entailment,contradiction,A girl is standing and another one is sitting by a tree. There are two girls.
