Two people look over a terrace wall.	Some black people look over a black wall.	contradiction
A man is wearing an apron, standing in the kitchen holding a plate.	'A man is wearing an apron, standing in the kitchen holding a plate. He is cooking.'	entailment
Men race their bikes on a road.	The people in colorful bike helmets are biking on the road.	contradiction
Men race their bikes on a road.	Men race their bikes on the road. these men these uniforms are biking on the road.	entailment
A man in glasses eating under a tree.	The guy wears a pair of glasses and eats under a tree	contradiction
A man in glasses eating under a tree.	the girl eats under the tree	neutral
Two women jogging down a sidewalk in front of a person leaning on a bench in front of a lake. with another person	Two women jogging down a sidewalk in front of a person bending on a bench in front of a lake.	entailment
A man known as Deleon speaks at a Q&A.	Deleon speaks about sex.	contradiction
A man known as Deleon speaks at a Q&A.	Deleon is speaking about crime.	entailment
a man in white shorts and a black shirt is paragliding on the ocean	A man is paragliding (in)land.	contradiction
a man in white shorts and a black shirt is paragliding on the ocean	A man is paragliding in the Pacific Ocean.	entailment
A crowded day with many skiers and snowboarders on the slopes.	no people are on the slopes.	neutral
Three young girls chapping and texting on a cellphone.	Three young girls are sitting together and communicating. Three young girls are sitting together and communicating.	entailment
Three young girls chapping and texting on a cellphone.	Three young girls are talking on cellphone.	neutral
Four people rollerskating with spectators in the background.	People are rollerskating	contradiction
Two girls, one asian and one white, are in white lab coats working on something from a yellow box.	Two girls, one asian and one black, are in black lab coats working on something from a white box. The girls are in white lab coats working on the contents of a black box.	neutral
A surgery being performed by two surgeons who are operating being a pale blue sheet.	  doctors are practicing medicine at the hospital in downtown downtown.	entailment
A surgery being performed by two surgeons who are operating being a pale blue sheet.	doctors are having lunch at the cafe.	neutral
A woman is standing in front of a counter at a cafe.	A woman robs a cafe	entailment
A woman is standing in front of a counter at a cafe.	a man robs a cafe.	neutral
A woman, dressed in old fashioned clothing sews a piece of material as she sits in a wooden chair besides a red brick building.	The woman is left a red building	neutral
A woman, dressed in old fashioned clothing sews a piece of material as she sits in a wooden chair besides a red brick building.	The woman is in front of a red building.	contradiction
A man is sitting on the floor outside a door and his head on his chin.	The man sitting on the floor has just received bad news.	contradiction
A man is sitting on the floor outside a door and his head on his chin.	The man sitting on the fence has just received bad news.	entailment
A sandy brown dog is playing with a soccer ball outside.	An adult dog running after a ball 	contradiction
Two men in Germany jumping over a rail at the same time without shirts.	Two 	neutral
Two men in Germany jumping over a rail at the same time without shirts.	Two men in Germany jumping over a rail at the same time without shirts on the freeway.	entailment
The goalie, wearing a yellow and black uniform, is holding the soccer ball in front of the goal while a player, wearing a baby blue uniform, runs behind him.	Goalie wearing a yellow and black uniform is holding the soccer ball in front of the goal while a player, wearing a baby blue uniform, runs behind him in a field inside. Foosball.	neutral
A rodeo clown hands out American flags.	The bull is given to the crowd.	entailment
Women in a rock band perform on stage.	The women have long hair.	contradiction
Three men discuss business over beers at a bar.	They are waiting for their wives to a call to.	contradiction
Three men discuss business over beers at a bar.	Two men went to play and wait for their wives to call at a bar.	entailment
A black male is standing by himself on a sidewalk with two people walking in the background, man is wearing a black argyle sweater with blue, green, and white on it with a shirt hanging out under, blue jeans and blank canvas looking shoes.	A black male is standing by himself on a sidewalk with two people walking in the background, man is wearing a black argyle sweater with blue, green, and white on it with a shirt hanging out under, blue jeans and blank canvas looking shoes. Black male A male in a black, green, and white argyle sweater, blue jeans, and a canvas looking shoe is standing on a sidewalk with two people walking in the background. The people are all eating cafeteria food at the tables in the	entailment
A black singer with short, spiked hair plays guitar and sings, while a bassist plays behind him.	A black singer with short, spiked hair sings, while his band plays behind him during a concert.	contradiction
A black singer with short, spiked hair plays guitar and sings, while a bassist plays behind him.	The singer of a band is playing the drums while his band plays behind him during the concert.	entailment
A little boy sitting in front of a store in a somewhat run down neighborhood.	A boy sitting in front of a store in a somewhat run down neighborhood.	contradiction
A little boy sitting in front of a store in a somewhat run down neighborhood.	A boy sitting on the beach with a volleyball and an umbrella.	neutral
A group of five black children push and pull a cart loaded with bricks while two other children ride atop.	The kids are swinging. The kids are swinging.	neutral
A view of a park during the daytime with large skyscrapers in the background.	it (it is in original sentence, but removed to make entailment sentence, so that there is no need to modify the sentence2 as entailment) are beautiful (modified from original:'sunny') outside (original word in sentence 2) together (modified word in sentence2).	entailment
A view of a park during the daytime with large skyscrapers in the background.	He was gloomy	contradiction
A dog catching a Frisbee in midair while a girl watches from the side.	A dog is playing catch in midair while watching for a girl.	contradiction
A child has fun with a blender in the kitchen.	A child uses a brownish blender of liquidized orange food.	neutral
A child has fun with a blender in the kitchen.	A child does not have fun. A child does not use a blender.	contradiction
A woman in a string bathing suit with a man on a boardwalk on a foggy day.	men in business suits for a male photographer during the rain on a bright sunny day.	entailment
A woman in a string bathing suit with a man on a boardwalk on a foggy day.	A woman in a string bathing suit and a man in a boardwalk on a foggy day. A swimsuit model poses for a male photographer in the fog.	contradiction
Two boxers are fighting and the one in the blue short is attempting to block a punch.	Both boxers are wearing black pants. Both boxers are wearing black pants.	neutral
A man with a surprised look on his face holds a large portfolio.	A woman in a suit sits confidently	neutral
A man wearing a denim jacket taking a photograph.	A man wearing a jacket taking a photograph.	contradiction
A woman is attempting to lie on a tree branch.	A woman is attempting to lie on a tree branch. There is another woman who is is attempting to lie on a tree branch.	contradiction
A woman is attempting to lie on a tree branch.	There is a woman who is up in a tree looking at a tree looking for a snake.	neutral
People working on flowers at a flower stand.	People working on flowers at a flower stand.	entailment
Two children, one in a yellow shirt and the other in red rain boots, swing on the swings at a playground.	The children in their swimsuits and wearing swim caps are playing a swim game.	neutral
A man and three women are preparing a meal indoors.	A person is wearing a large Coca Cola shirt.	neutral
A greyhound is active in a grassy field.	The greyhound is active in a grassy field. The greyhound is sleeping on the coouch.	entailment
A greyhound is active in a grassy field.	The dog are being active, playing on a nice grassy fields.	neutral
A man without a shirt is standing next to two other men in front of a large boat.	Guys by a desert.	entailment
A man without a shirt is standing next to two other men in front of a large boat.	A man without a shirt is standing next to two other men in front of a boat. Guys by a boat.	contradiction
A man is singing into a microphone.	The band member is singing into a microphone.	neutral
A man is singing into a microphone.	A man is singing into a microphone. A man is playing the microphone.	entailment
A little girl cutting up paper.	A girl cuts paper snowflakes.	entailment
A man in an orange vest is facing away from the camera rising on a bus.	A man stands on the orange vest facing away from the bus.	entailment
Three children playing on swings in a small park, one little girl wearing pink has her stomach on the swing, a little boy wearing navy track pants and a yellow shirt is half on and half off the swing, and the last little boy is standing in front of the boy on the swing.	Silhil human paying	entailment
Three children playing on swings in a small park, one little girl wearing pink has her stomach on the swing, a little boy wearing navy track pants and a yellow shirt is half on and half off the swing, and the last little boy is standing in front of the boy on the swing.	Two girls playing on swings in a small park, one little girl wearing pink has her stomach on the swing, a little boy wearing navy track pants and a yellow shirt is half on and half off the swing, and the last little boy is standing in front of the boy on the swing.	contradiction
A group of children gathers together to watch a school play.	Some children are watching our friends perform in the Christmas play.	contradiction
A woman in a light pink sweater casting a fishing line into a lake.	A woman is fishing.	contradiction
A woman in a light pink sweater casting a fishing line into a lake.	A woman is in a jacket.	neutral
Two children, a boy in a blue shorts suit and a girl in a blue jumper, have a conversation in the hallway of a church.	Two children, a boy in a blue shorts suit and a girl in a blue jumper, are inside a church.	neutral
A woman with dark hair who is wearing an orange bikini lays out on a wicker chair.	A woman with blonde hair who is wearing an orange bikini lays out on a wicker chair.	neutral
A woman with dark hair who is wearing an orange bikini lays out on a wicker chair.	A woman with dark hair who is wearing an orange bikini sits on a wicker chair.	contradiction
Rocks surround the feet of an adventurer, burrowing into an underground cave.	A person is sitting in a cafe surrounded by rocks.	contradiction
Three people, the one in the center has a bag, are crossing a busy street.	One woman and two men are walking on a road.	contradiction
A man with a helmet and a cellphone is sitting on his moped at a crosswalk.	A man with a helmet and a laptop is sitting on his moped at a crosswalk.	contradiction
A man with a helmet and a cellphone is sitting on his moped at a crosswalk.	man uses a cellphone on a busy street	neutral
A person covered in soapy water is getting cleaned off.	A person covered in soapy water is not washing up with not water and soap.	neutral
A person covered in soapy water is getting cleaned off.	A person covered in soapy water A person is getting cleaned off. A person is washing up with soap.	contradiction
A fireman standing on top of a firetruck.	A fireman stands on top of a firetruck.	contradiction
A fireman standing on top of a firetruck.	A man {in,behind,or} a truck	neutral
A lady in black pants, white t-shirt with red writing across breast, doing a stretch exercise on top of a concrete sphere with a 18th century building surrounding the sphere.	the exhausted lady is standing	contradiction
A lady in black pants, white t-shirt with red writing across breast, doing a stretch exercise on top of a concrete sphere with a 18th century building surrounding the sphere.	A lady in black pants, white t-shirt with red writing across breast, doing a	neutral
A man jumping a bicycle over a dirt path surrounded by trees.	A man jumping a bicycle over a path surrounded by dirt, trees. 	contradiction
A man jumping a bicycle over a dirt path surrounded by trees.	A man jumping a bicycle over a blue dirt path surrounded by trees.	neutral
A man is in a tree holding a coconut	The man is outdoors and in a house, holding a balloon.	contradiction
A man is in a tree holding a coconut	The man is indoors.	neutral
A small boy in a blue shirt splashes water in a baby pool outside.	(Edited sentence1):	neutral
A small boy in a blue shirt splashes water in a baby pool outside.	A girl is outside.	contradiction
Two track and field sprinters are running side by side.	Two track and field sprinters are running side by side. Two track and field sprinters are running side by side.	entailment
Two track and field sprinters are running side by side.	Two sprinter are on a backstretch.	neutral
Someone is climbing vertically a wall of ice.	a wall of ice is climbing	neutral
Someone is climbing vertically a wall of ice.	Someone is climbing vertically some ice climbers to play a game.	contradiction
Two people are sitting on a bench, and one women is standing by them.	Two people are sitting on a couch, and one women is standing by them. the couch is empty	neutral
Two people are sitting on a bench, and one women is standing by them.	The bench is full.  	entailment
A man in a white shirt is fixing the tire of a crimson bike.	A tall person fixing a crimson bike.	entailment
Boy dressed in black is doing a skateboarding jump with a crowd watching.	A young human in blue.	entailment
Boy dressed in black is doing a skateboarding jump with a crowd watching.	tall guy in black.	contradiction
Two men are sitting at a desk and one man is touching the jacket of one of the first men.	''One man running away from each other.	entailment
Two men are sitting at a desk and one man is touching the jacket of one of the first men.	A man and a woman running away from each other.	neutral
A man standing on the street in a black jacket near a Glasgow trashcan.	The man next to each other.	entailment
A man in a blue shirt and black shorts has an orange sun visor on his head.	The person wearing a blue skirt and white shirt has an orange sun visor on her head. The person is at a baseball game	contradiction
A man in a blue shirt and black shorts has an orange sun visor on his head.	The man is in a blue shirt and black shorts has an orange visor on his head.	entailment
A woman reaching for an item on a table.	A woman reaches for something next to the table.	contradiction
A woman reaching for an item on a table.	[UNK] reaches for [UNK] on the table.	neutral
A young girl in white has pinned down another girl wearing blue that is lying face down on the ground.	Two wrestlers are engaging in a competition.	entailment
A person wearing a short-sleeved light blue shirt over a long-sleeved white shirt and blue jeans is holding a long-lensed camera to his face while standing next to a red colored railroad car.	No person waits outside.	entailment
A young woman is walking with shopping bags in Hollywood.	A young woman is with Hollywood.	contradiction
A male teen in a white hat looks at a coffee maker at the store.	The teen is looking for his computer monitor.	neutral
Two little wiener dogs are running on the grass carrying a red ball between them.	One little wiener dog is carrying a red and orange ball together as they run on the grass.	contradiction
Two little wiener dogs are running on the grass carrying a red ball between them.	A girl in yellow shorts and white jacket has tennis ball in her left pocket. As can be seen, the example is about a girl wearing yellow shorts and a white jacket, who has a	neutral
A dog swimming along the ocean with a bark in its mouth.	A dog swimming along the ocean with a bark in its mouth, swimming back from the ocean.	contradiction
A man is walking down a deserted street.	The street is empty but for one man is in the deserted street.	neutral
Two men in army uniforms stand next to a woman.	Two men are near two women.	neutral
Two men in army uniforms stand next to a woman.	People are away from a crowd of people.	contradiction
A man stands in the distance on the ocean while he stands on a small boat.	He stands on this blue boat.	entailment
A man stands in the distance on the ocean while he stands on a small boat.	The boat is painted blue.	contradiction
Trash litters the ground.	No trash don't litter your floor.	neutral
Teenage girls in a dance recital.	''	entailment
Teenage girls in a dance recital.	Teenage girls played football.	neutral
A man in an orange shirt is standing next to a railway line.	A woman in an orange shirt is standing next to a railway line. The woman is in purple hat.	neutral
An African American woman carrying yellow fruit on her head walking away from a building.	The woman is walking away from a building.	contradiction
A person is walking on a sidewalk and a skeleton is on the left inside of a fence.	A person is walking on a sidewalk and a skeleton is on the left inside of a fence. A person is walking through the woods.	neutral
A person is walking on a sidewalk and a skeleton is on the left inside of a fence.	A person is running fence beside him. A person and a skeleton are standing on a sidewalk in front of a fence.	entailment
Young boy standing next to water casting his fishing rod with others next to him.	Two boys are playing.	contradiction
Young boy standing next to water casting his fishing rod with others next to him.	A young boy is hanging his shirt near the rocks.	neutral
A blond woman is in her kitchen holding a knife and graham crackers as she is making pie with cranberries and cherries.	The woman is making a pie with cranberries and walnuts.	neutral
A blond woman is in her kitchen holding a knife and graham crackers as she is making pie with cranberries and cherries.	The woman is making a pie with cranberries and cherries.	entailment
Businessman with briefcase walks up beautiful staircase.	Businessman with a briefcase walks up the beautiful staircase.	contradiction
A concert stage with four musicians.	There are four musicians on the stage playing or there are people putting on a concert.	contradiction
Two men hanging out together.	Two men hang out together	entailment
Two men in red shirts race on bicycles, while others watch.	A man is on a green bike.	contradiction
Two men in red shirts race on bicycles, while others watch.	men on trucks	neutral
A young child with blond-hair and yellow boots plays with a shovel, rocks and a dump truck.	Several children playing outside. A lot of children are playing with a shovel, rocks and a dump truck.	entailment
People gather around a car wash.	Garbagemen at the car wash.	contradiction
A brown boat is packed with goods and people.	The brown bus contains all types of items.	neutral
A young woman in a blue shirt stands, holding a young girl in a denim dress.	the woman is smiling. 	entailment
A young woman in a blue shirt stands, holding a young girl in a denim dress.	the woman a sad	contradiction
Two women, one blond and one brunette, eating candy.	Two woman eating ice cream.	entailment
a asian man gives an evil eye to the camera.	the asian man.	neutral
Three guys sitting on rocks looking at the scenery.	In the great outdoors.	contradiction
Three guys sitting on rocks looking at the scenery.	is in a garden.	entailment
Two men, dressed in black, are standing on a sidewalk in an urban area while one lights a cigarette.	There is a woman walking.	contradiction
Two men, dressed in black, are standing on a sidewalk in an urban area while one lights a cigarette.	Two men are standing on the car.	neutral
Two men play in a band, one on electric guitar and the other on drums, on stage in front of a crowd.	A	neutral
Two men play in a band, one on electric guitar and the other on drums, on stage in front of a crowd.	'      'Two men are playing music fora group of people and appears to be heading towards the indoor exit.	contradiction
Black and white bird standing on hand of someone holding sunflower seeds	a yellow bird flew to another bird.	entailment
Three ice skaters round a corner.	Not the ice skaters are around the corner.	neutral
On a street in Korea a man is pulling a two-wheeled cart, piled high with a chair and cardboard and other things while behind him are a car and a truck and a street level billboard.	A horse is standing indoors and is not pulling a cart filled with chair and cardboard.	contradiction
On a street in Korea a man is pulling a two-wheeled cart, piled high with a chair and cardboard and other things while behind him are a car and a truck and a street level billboard.	A man on a street in Korea is pulling a cart filled with cardboard. A man on a street in Korea is pulling a cart filled with cardboard.	neutral
The girl does freestyle Frisbee tricks with her dog at the baseball park.	The girl does freestyle Frisbee tricks with her dog at the baseball park. The girl is exercising at the Baseball Park.	entailment
Man wearing a hat with an NBA logo and a black leather jacket reading a book while waiting for the subway.	The man is leaning against a glass door. book.	neutral
A surgeon performing surgery.	A surgeon performing surgery. a patient is sitting in a hospital	entailment
Four people are strapped into some kind of amusement park ride.	Four people are some people.	contradiction
Four people are strapped into some kind of amusement park ride.	Four people are not having some fun.   	neutral
A boy wearing a life vest suspended in the air.	The picture is of a boy caught in the middle of jumping into the cool mud of the lake near his home.	entailment
A boy wearing a life vest suspended in the air.	The picture is of a boy jumping into the cool water of the lake.	contradiction
Two old men, one holding a bag and one wearing a hat, walk down a leaf-covered path through the trees.	The one young woman walk together through the arboretum.	contradiction
A little boy in a yellow tee-shirt is taking a bite of a banana.	A little boy in a pink tee-shirt is taking a bite of a banana.	contradiction
A man walking up uneven, rocky, steps carrying a backpack loaded with vegetation.	A white guy is relaxing on a bench. is relaxing in the city.	contradiction
Children in school taking a picture with their teacher.	Children are taking a picture with their teacher, posing.	entailment
Children in school taking a picture with their teacher.	People have fallen asleep.	contradiction
There is a little asian girl with black hair and a white sweater eating a strawberry her eyes are cocked to the right and her fingers are wrapped around the long green vine that's coming from the fruit.	There is a little asian girl with black hair and a white sweater eating a strawberry the eyes are closed and her fingers are wrapped around the long green vine that's coming from the fruit. A girls are consuming a fresh fruit off a vine.	contradiction
There is a little asian girl with black hair and a white sweater eating a strawberry her eyes are cocked to the right and her fingers are wrapped around the long green vine that's coming from the fruit.	A boy is not consuming a plastic fruit off a vine.	neutral
A girl is outside painting a picture of a lady on the side of the wall using chalk	A girl is outside painting a picture of a lady on the side of the (Edited) using chalk. The girl uses chalk to create a portrait.	contradiction
A girl is outside painting a picture of a lady on the side of the wall using chalk	The girl can't create outdoor art.	neutral
The gentleman is quite well groomed.	The man is good looking.	neutral
A man and two women eating and drinking in a kitchen.	the man and two woman are outdoors	neutral
A man and two women eating and drinking in a kitchen.	The man and two woman are indoors	contradiction
A group of young men clowning around while enjoying a beverage.	A group of young men enjoy beverages.	contradiction
A group of young men clowning around while enjoying a beverage.	A group of young men enjoy some chocolate.	neutral
Two people outside building at sunset.	    Two people are waiting for friends to join them at a restaurant	contradiction
Several people riding camels 2 per camel in the desert.	on a camel ride.	contradiction
Several people riding camels 2 per camel in the desert.	People enjoying a desert tour on the sand.	entailment
An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.	The woman handling a tray of fruit and smiling.	neutral
An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display.	An oriental woman is handling a tray of fruit and smiling while surrounded by an array of similar trays of fruit in a colorful display. There are  fruit in the display.	entailment
A crowd of people in casual dress cheer at the camera from behind a barrier.	many people that cheers from behind a barrier	neutral
A crowd of people in casual dress cheer at the camera from behind a barrier.	No crowd of people cheer from behind a barrier	contradiction
A man is swinging on a rope swing into a lake.	A man is swinging out of a rope swing.	entailment
Two men are walking past a building that looks like a castle.	The men walking past were tourists. Two men are walking past a building that looks like a castle.	entailment
Man in green shirt and black pants is jumping in the laundry room.	Man is sitting in a chair in the laundry room.	entailment
Man in green shirt and black pants is jumping in the laundry room.	A man lies on the table in the laundry room.	contradiction
Two young women are walking and having a conversation.	The women are walking for them.	entailment
Two young women are walking and having a conversation.	The women are walking from the library.	contradiction
A man with his head close to a laptop pressing a button.	A boy is using a laptop.	contradiction
A man with his head close to a laptop pressing a button.	A child is playing with a laptop.	neutral
a brown and black dog running on a trail in the woods.	The brown dog and black dog running on a trail in the woods. The brown dog and black dog are sleeping in the doghouse.	entailment
a brown and black dog running on a trail in the woods.	There are some dogs in a dog kennel.	neutral
man being thrown off horse in a rodeo	A brown horse throws on horse a man.	entailment
A young boy in a green swing rides through the air near a barn.	Young boy riding the swing.	contradiction
A young boy in a green swing rides through the air near a barn.	'.The only one-word difference in the output sentence is the removal of the period.'	neutral
Number 13 reaches out as he turns directions in an effort to deflect the anticipated path of the football during the game.	Someone is trying to take a ball and bomb into space to save Earth. He has two hands on the ball.	neutral
Number 13 reaches out as he turns directions in an effort to deflect the anticipated path of the football during the game.	Someone is trying to take a bomb to Earth to save Earth.	entailment
An older man riding a bike.	An elderly man has a bike.	contradiction
A man wearing a yellow shirt is holding a bottle while walking with a crowd of people.	A man is holding a bottle.	neutral
A man wearing a yellow shirt is holding a bottle while walking with a crowd of people.	A man wearing a yellow shirt is holding a bottle while walking through a crowd.	entailment
A man sleeps on a stack of folding carts in a park.	A man sleeps on a stack of folding carts in a park.	entailment
A man sleeps on a stack of folding carts in a park.	A man is sleeping on the grass.	neutral
Bikers participate in a two way street ride, with lanes separated by yellow cones.	bikers in ride, with lanes separated by yellow cones.  ride.	neutral
Bikers participate in a two way street ride, with lanes separated by yellow cones.	A biker is riding on a street and they are separated by a line. A car is driving.	entailment
Lady in yellow turning corner of a sidewalk.	The lady is sitting on the couch.	entailment
A young boy is dressed in a blue helmet, sweater, jeans and sneakers looks like he is going to go zip lining.	A young boy is dressed in a blue helmet, sweater, jeans and sneakers looks like he is going to go zip lining. A boy does nothing with a large zipper is falling apart over the forest of Bolivia,	entailment
A young boy is dressed in a blue helmet, sweater, jeans and sneakers looks like he is going to go zip lining.	A boy gets ready to go zip lining through the forest of Bolivia.	contradiction
A race car drives along a track in the rain	cars are driving along a track in the rain. The drivers are going at very high speeds due to the wet track. The car is driving on a track in the rain.	neutral
Two kids play hockey on a pond.	Two kids are skating on a frozen pond.	entailment
A lady dressed in black wearing a matching hat stands beside a tree and a body of water.	A lady wearing a black dress stands beside a tree and body of water.	neutral
The dog takes a leap on the beach to retrieve an unknown item.	[input_1_2]{ }The cat takes a leap on the beach to retrieve its toy. [input_1_4]{ }There is a dog. [input_1_6]{The cat takes a leap on the beach.}	contradiction
woman in white walking on the street.	a woman in white goes outside	contradiction
woman in white walking on the street.	woman in not white not walking on the street. a woman in white walks outside	neutral
Football fans cheering for their team.	fans dislike go nuts for their team.	neutral
People walking up and down stairs.	A stairs have people walking up them.	contradiction
Three men in an art gallery posing for the camera.	Someone in a photo booth.	contradiction
Three men climb a natural waterfall rock face.	Three men climb rocks in the summer break.	entailment
One woman is being carried behind three people who are walking on path.	A woman is carrying three hikers on the path	entailment
A boy preparing to kick a ball, wearing a blue uniform.	A young boy prepares to play tennis, wearing a blue uniform.	entailment
Two children are playing with a soccer ball on grass.	A red, shiny car is being polished by a man and a woman.	neutral
Two children are playing with a soccer ball on grass.	Two children are playing near a soccer ball on grass.	contradiction
A black dog is running through a swampy area with tall reeds.	A black dog runs through swampy reeds. The dog sits in an area.	neutral
Many covered bicycle drivers lined up.	People form a line around bikes.	neutral
A man in a green kilt is relaxing on the sofa.	A man in a green kilt is relaxing on the sofa.,,,,,,,,,,,,,,,,	entailment
Two white dogs walking in the snow.	A black dog walking in the brick staircase.	contradiction
Two women dressed in animal prints are playing percussion instruments.	The women are playing instruments or playing the piano.	neutral
A man with a red shirt and white shorts is walking near a man with a white shirt and black pants down a busy street.	A man is walking to work.	entailment
A man with a red shirt and white shorts is walking near a man with a white shirt and black pants down a busy street.	Two women are walking to work.	contradiction
Two men are playing soccer.	The men are on the opposite team.	contradiction
Two men are playing soccer.	Both the players are rivals.	entailment
A little white and brown dog runs through brown grass.	A little white and brown dog runs through brown grass. A big black dog runs to the fence.	neutral
A little white and brown dog runs through brown grass.	A dog playing outside.	entailment
Two women sitting at a table in a restaurant.	People talking.	contradiction
Cheerleaders have made three people pyramids.	Three people pyramid can be seen making.	neutral
A bird splashing in a puddle	The bird is playing {another}. Do not make any unnecessary changes.	entailment
A child is running away from a plastic pool and an adult on a rural setting.	A child is asleep in a crib on the subway.	entailment
A young boy with dark hair plays an acoustic guitar.	A young boy with dark hair plays an electronic guitar. A child is playing with an instrument.    	contradiction
Two people playing with a volleyball in a pool.	A person is feeding the birds.	entailment
Two lab scientists look in a book to discover what is under the microscope.	A woman looks in a book to discover what is under the microscope.	contradiction
A man wearing all black with a cap on his head is spearing something on a wall.	A man wearing all black with a cap on his head isnt spearing something on a wall. 	contradiction
A woman in a white shirt is sitting at a table in a nice restaurant.	The woman in a black shirt is driving on a road. the woman is standing	contradiction
A child plays with a water gun in a pool.	A child plays with a water gun in a beach.	entailment
A man sits in front of his laptop.	A man is in a fist fight.	neutral
A brown dog carries a multiple colored toy in the grass.	A dog is walking on the grass.	neutral
A brown dog carries a multiple colored toy in the grass.	A dog is playing on concrete.	entailment
A man with black hair and glasses is talking into a microphone.	A man with white hair and glasses is talking into as microphone.	neutral
A man with black hair and glasses is talking into a microphone.	A man with black hair and glasses is talking into a microphone. 	entailment
A couple sitting together at a small circular table in an older looking rustic building.	Two people not near a building	neutral
A couple sitting together at a small circular table in an older looking rustic building.	There are two people near a building.	contradiction
The guy wearing sunglasses and a hat is singing into a microphone.	The guy is reading.	neutral
The guy wearing sunglasses and a hat is singing into a microphone.	A masked man sings blinded into a drum kit without background music.	contradiction
This picture depicts looking up at a rock climber.	'A rock climber is not being watched.'	neutral
An aged woman is looking into the camera while the inside of her hut is shown.	An old looks at the camera while the inside of her hut is shown.	contradiction
A man wearing a colorful wetsuit, line surfs on a deep blue body of water.	The man in the colorful wetsuit is surfing indoors.	neutral
A man wearing a colorful wetsuit, line surfs on a deep blue body of water.	A man wearing a colorful wetsuit, line surfs on a deep blue body of water.	contradiction
A woman off her bike looking at the area.	woman dropped	entailment
Group of people outside in the city videotaping a show.	A man and woman sitting on a bed with their hand shake and a person is on the street.	neutral
Group of people outside in the city videotaping a show.	Group of people videotaping a show outside in the city. people are videotaping a show at a stadium	entailment
A man with a beard sleeps in a chair, computer banks behind him.	A man sits in front of computers.	contradiction
A smiling man on a horse in front of brush and woods.	A smiling man on a horse in front of brush and woods.	entailment
A man in jeans, a t-shirt, and a baseball cap is lying down on a wooden floor.	There is a woman lying on the floor.	neutral
Two asian females go walking.	Two asian males go walking.	neutral
The lady is dressed in white.	The woman is wearing his wedding gown.	contradiction
The lady is dressed in white.	The lady is dressed in white.	entailment
A man covered with a red shirt and wearing sunglasses is relaxing on a porch with a newspaper.	A man is relaxing on a porch with a newspaper.	entailment
This is a young girl in the grass at a park posing for the camera.	an old woman  is standing  indoors. The grass to indoors	neutral
Female basketball players competing to win.	she always	neutral
Female basketball players competing to win.	The girls are playing bright blue volleyball game in the rain.	entailment
A construction worker leaning against a post.	The person is diligently hammering some nails.	neutral
A construction worker leaning against a post.	A construction worker leaning against a nail. A construction worker is hammering some nails.	entailment
A small girl dressed in a white smock with pink balloons is holding a candle lantern.	The child is holding a candle lantern.	entailment
A small girl dressed in a white smock with pink balloons is holding a candle lantern.	A small girl dressed in a white smock is holding noting.	neutral
Train operator on a stopped train.	A small woman is not working on a running train on a computer screen.	entailment
Two children smiling and sitting on grass.	Two children smiling and sitting on grass. Two children smiling happily on the park.	neutral
Two children smiling and sitting on grass.	Two children smiling and sitting on grass. Two children are not playing tag in the park.	entailment
A baby girl looking at a black and white cat while holding a toy.	The cat's owner 'wishes that the baby '	entailment
A man in a blue shirt smiles at a baby he's carrying in a sling.	The baby he's carrying in a sling is wearing a shirt.	contradiction
A man in a blue shirt smiles at a baby he's carrying in a sling.	The man is carrying a baby he's wearing a shirt.	neutral
A man with parted hair and wearing glasses is seated outdoors on a bench where he is reading.	A man wearing glasses writes a book on an outdoor bench.	neutral
Two dogs run down the road.	(Two) are a animals running.	neutral
A young child wearing a bright orange shirt hiding behind a snow fort.	The young child is in the blue.	neutral
Young boy flying a toy airplane in an open field of hay.	The little boy was in an open field of hay when he flew his toy airplane.	contradiction
A little girl holding a camera.	The girl has a camara.	contradiction
A little girl holding a camera.	The little girl lacks a camera.	neutral
A young woman wearing a blue button shirt over a white shirt holds a microphone in her right hand.	A young female child holding something.'	entailment
A older man holds an object and is looking at two young girls that sit across from him at a table that is outside.	Another person holds an object.	contradiction
A man striking a pose as one man with a bike, and another man in the background watch.	A man is sleeping at the sidewalk	neutral
A man striking a pose as one man with a bike, and another man in the background watch.	a man not sleeping on the sidewalk while a man walks by.	entailment
one male and one female playing instruments in the street.	one male and one female playing instruments in the street. This is an example of a street concert.	neutral
one male and one female playing instruments in the street.	man and lady are outside.	entailment
There are two teams competing in a women's volleyball game.	There are not many teams competing in a women's volleyball game. other women are playing other sports.	neutral
There are two teams competing in a women's volleyball game.	Many women are playing a game.	contradiction
A surfboard is shown gliding through the water with a person standing on it.	surfboard is shown gliding through the water with a person standing on it.	contradiction
Three men in casual dress sitting on a stone wall with one more standing near.	There men in casual dress sitting on a stone wall with one more standing near.	entailment
Three men in casual dress sitting on a stone wall with one more standing near.	Three men in casual dress sitting at a desk.	neutral
A man in a wetsuit rides a surfboard on a wave with a bright sun and blue sky in the background.	The man was at the beach	contradiction
A man in a wetsuit rides a surfboard on a wave with a bright sun and blue sky in the background.	The man in a wetsuit rides a surfboard on a wave with a bright sun and blue sky in the background	entailment
Female sign holders take refuge under umbrellas during a rainstorm.	Female sign holders take refuge under umbrellas during a rainstorm. A group of people are having a singin.	entailment
