original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
Ride with a model biplane.,A model biplane is swimming in the lake.,,contradiction,neutral,A black and brown dog walks in the shallows of a large body of water. The dog is wearing a clown suit.
A man in a sweatshirt and jeans is riding a bicycle holding some long thin planks of wood,a man is riding a bike,A man is surfing on a surfboard,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
A man in a sweatshirt and jeans is riding a bicycle holding some long thin planks of wood,a man is riding a bike,,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
Man with facial hair wearing red and white Palestinian style headscarf.,the man is from Palestinan,woman is from Israel.,neutral,contradiction,"A man wearing a top-hat, blue plaid pajama pants, a white shirt, and gold embroidered vest stands in front of an American Flag under a colorfully painted street-front, and speaks to a crowd from a microphone. A man is singing the national anthem"
Man with facial hair wearing red and white Palestinian style headscarf.,the man is from Palestinan,the man is from Palestinian,neutral,entailment,"A man wearing a top-hat, blue plaid pajama pants, a white shirt, and gold embroidered vest stands in front of an American Flag under a colorfully painted street-front, and speaks to a crowd from a microphone. A man is singing the national anthem"
A child dressed as Spiderman ringing a doorbell.,The child is trick-or-treating.,The child is trick-or-tasting.,neutral,contradiction,Several children playing outside. A lot of children are playing hopscotch in the driveway.
A child dressed as Spiderman ringing a doorbell.,The child is trick-or-treating.,The child is dressed as Spiderman and ringing a doorbell.,neutral,entailment,Several children playing outside. A lot of children are playing hopscotch in the driveway.
A crowd of men and women wait to board a train at a train station.,A group of people are all riding the bus.,A group of people are all waiting to board a bus.,contradiction,neutral,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
A crowd of men and women wait to board a train at a train station.,A group of people are all riding the bus.,A group of men and women are all boarding a train.,contradiction,entailment,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
Two small lacrosse players listen as they are instructed.,There is only a single person shown here.,Two small lacrosse players listen as their parents teach them to use a gun. Two small lacrosse players listening to ,contradiction,entailment,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
Two small lacrosse players listen as they are instructed.,There is only a single person shown here.,,contradiction,neutral,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
"An Asian man, woman and child looking at food products in a display.",There is a man and woman dancing together in a large empty ballroom.,,contradiction,neutral,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
"An Asian man, woman and child looking at food products in a display.",There is a man and woman dancing together in a large empty ballroom.,,contradiction,entailment,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
"The man dressed in black racing gear, is leaning into a sharp turn on his motorcycle.",The man dressed in black racing gear is on his motorcycle.,The man dressed in black racing gear is turning the wheels of his truck.,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
"The man dressed in black racing gear, is leaning into a sharp turn on his motorcycle.",The man dressed in black racing gear is on his motorcycle.,The man dressed in black racing gear is on his motorcycle.,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
"Two young children riding a bus, one is holding a bottle and the other is holding a can.","One of the children is drinking grape soda, the other is drinking dr. pepper.",A child is holding a bottle of grape soda and child is holding a bottle of dr. pepper,neutral,entailment,"Two young men sitting at the end of a long table eating; there are 3 plates full of food, two glasses with a yellow colored drink and a small orange case on the table. A small light orange case is on the table."
"Two young children riding a bus, one is holding a bottle and the other is holding a can.","One of the children is drinking grape soda, the other is drinking dr. pepper.",One of the children is holding the bottle and the other is drinking dr. pepper. Dr. pepper holds grape soda.,neutral,contradiction,"Two young men sitting at the end of a long table eating; there are 3 plates full of food, two glasses with a yellow colored drink and a small orange case on the table. A small light orange case is on the table."
"Two men dressed in winter coats are standing outside in the snow in a picnic shelter, getting ready to eat.",Two men stand outside in winter,Three ladies stand outside in the rain.,entailment,contradiction,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
"Two men dressed in winter coats are standing outside in the snow in a picnic shelter, getting ready to eat.",Two men stand outside in winter,Two men stand outside in a snowy and cold in a winter park to eat.#####End Example####,entailment,neutral,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
A small group of people sitting at a restaurant with a Guinness sign in the background.,A group of people asleep on the ground.,,contradiction,neutral,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
A small group of people sitting at a restaurant with a Guinness sign in the background.,A group of people asleep on the ground.,A group of people sitting at a restaurant table nearby another.,contradiction,entailment,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
"Person leaning against the wall, next to a life size cartoon cut out.",A person leaning next too a cut out,"Person leaning against the wall, far away from the life size cartoon box, in. ",entailment,neutral,two women in lab coats looking on a image projected on the wall. Some women are in a lab setting.
"Person leaning against the wall, next to a life size cartoon cut out.",A person leaning next too a cut out,,entailment,contradiction,two women in lab coats looking on a image projected on the wall. Some women are in a lab setting.
A band is preparing to go on stage by warming up their routine.,People are backstage.,,entailment,neutral,A band performing on the corner of the street. The band is performing outdoors.
A band is preparing to go on stage by warming up their routine.,People are backstage.,,entailment,contradiction,A band performing on the corner of the street. The band is performing outdoors.
A boy looking through a microscope.,a boy is looking at dna in a microscope,,neutral,entailment,A construction man appears to be staring at a device. The man is marveling at the technology.
A boy looking through a microscope.,a boy is looking at dna in a microscope,,neutral,contradiction,A construction man appears to be staring at a device. The man is marveling at the technology.
A group of people rest near a hill and cliff.,A group of people are taking a break after hiking.,A group of people were taking a break after hiking.,neutral,contradiction,An elderly man sleeping in a outdoor chair while another woman sits next to him. A man and his wife are relaxing outside.
A group of people rest near a hill and cliff.,A group of people are taking a break after hiking.,,neutral,entailment,An elderly man sleeping in a outdoor chair while another woman sits next to him. A man and his wife are relaxing outside.
A woman scales a difficult rock face assisted by a rope.,a woman sun bathing,,contradiction,neutral,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
A woman scales a difficult rock face assisted by a rope.,a woman sun bathing,a woman sun bathing.,contradiction,entailment,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
A man in a green jacket skies down a steep slope on fresh snow.,The man is wearing goggles.,The man is snowboarding.,neutral,entailment,A man in a blue jacket riding a bike. A man is on his yellow bike.
A man in a green jacket skies down a steep slope on fresh snow.,The man is wearing goggles.,,neutral,contradiction,A man in a blue jacket riding a bike. A man is on his yellow bike.
Two young women are playing baseball and one is in the midst of catching the ball while the other throws it to her.,All the sisters are playing baseball., Missing the ball by a mile and Isn't playing and throws it to another player.,neutral,contradiction,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
Two young women are playing baseball and one is in the midst of catching the ball while the other throws it to her.,All the sisters are playing baseball.,All the two young women are playing.,neutral,entailment,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
"One man and one woman, with blue gloves on, putting something in a syringe into a cup of liquid.",A man and a woman put something into a cup.,,neutral,contradiction,An older man in a blue shirt planting seed in pots with potting soil. A tall man plating
"One man and one woman, with blue gloves on, putting something in a syringe into a cup of liquid.",A man and a woman put something into a cup.,,neutral,entailment,An older man in a blue shirt planting seed in pots with potting soil. A tall man plating
A young lady wearing blue and black is running past an orange cone.,The young lady is walking calmly.,,contradiction,entailment,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
A young lady wearing blue and black is running past an orange cone.,The young lady is walking calmly.,A lady is looking at a car,contradiction,neutral,A lady with red-hair peeking into the back of a car. A lady is looking at a fire truck.
Children play together in a recent flood.,There is more than one kid in playing.,,entailment,neutral,Children standing and climbing near a fountain. Kids standing and climbing.
Children play together in a recent flood.,There is more than one kid in playing.,Children play together in a recent flood. There is more than one kid in children games.,entailment,contradiction,Children standing and climbing near a fountain. Kids standing and climbing.
A girl runs through sprinklers that shoot water out of the ground.,She is wearing a swimsuit.,,neutral,entailment,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
A girl runs through sprinklers that shoot water out of the ground.,She is wearing a swimsuit.,She is wearing a yellow one-piece swimsuit covered in daisy prints.,neutral,contradiction,"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water. A girl gets wet from a splash of water by her brother."
Two men in white hard hats are working on a large object inside a chain-linked fence.,Two men are working in a construction zone.,,neutral,entailment,"Four men wearing orange jackets and red hats, walking near a wavy trimmed bush. The four men are in jackets to help clear out the road."
Two men in white hard hats are working on a large object inside a chain-linked fence.,Two men are working in a construction zone.,Two men in white hard hats are working on a large object inside a chain-lined fence. Three men are working in not construction zone.,neutral,contradiction,"Four men wearing orange jackets and red hats, walking near a wavy trimmed bush. The four men are in jackets to help clear out the road."
Two young boys sitting in water and digging in the sand.,Two young boys are playing a game.,Two young boys playing a game in the water and digging in the sand,neutral,entailment,A young boy and his dog play at the edge of a public beach. the kid plays with his dog at the beach on a saturday
Two young boys sitting in water and digging in the sand.,Two young boys are playing a game.,Two young boys are digging in the sand.,neutral,contradiction,A young boy and his dog play at the edge of a public beach. the kid plays with his dog at the beach on a saturday
A black dog is chasing another black dog.,Nothing is chasing.,A black dog is taking a nap./A black dog is sleeping./A black dog is laying./A black dog is doing nothing,contradiction,entailment,A husky and a black cat nuzzling. A cat attacks a dog.
A black dog is chasing another black dog.,Nothing is chasing.,A black dog is someone is eating and is in front of another black dog.,contradiction,neutral,A husky and a black cat nuzzling. A cat attacks a dog.
"A dog runs in the snow, a fence in the background.",Fido knows not to go near the electric fence.,,neutral,entailment,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
"A dog runs in the snow, a fence in the background.",Fido knows not to go near the electric fence.,Snoopy does not go near the electric fence.,neutral,contradiction,Two dogs biting each other playfully while jumping. Two dogs are playing outdoors
Some motorcyclists make a jump in a dirt bike race.,People on motorcycles.,People on tractors.,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
Some motorcyclists make a jump in a dirt bike race.,People on motorcycles.,People on motorcycles.,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
A man in a striped polo shirt stands on stage in front of a chalkboard while holding a microphone.,A person is on stage with a microphone next to a chalkboard.,A person is on stage with a microphone next to the chalkboard and a microphone and a microphone.,entailment,contradiction,This is a man in a photo booth. A man in a photo booth.
A man in a striped polo shirt stands on stage in front of a chalkboard while holding a microphone.,A person is on stage with a microphone next to a chalkboard.,A person is on ground with a no microphone next [to] a chalkboard,entailment,neutral,This is a man in a photo booth. A man in a photo booth.
A group of people are riding public transportation.,A group of people are gathered on a bus.,A group of people walking down are gathered on a bus.,neutral,contradiction,A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation. A woman dressed in white pants and a yellow blouse exits the large city bus.
A group of people are riding public transportation.,A group of people are gathered on a bus.,,neutral,entailment,A woman wearing a yellow and white outfit is exiting the vehicle while using city transportation. A woman dressed in white pants and a yellow blouse exits the large city bus.
A kid is using a screwdriver on what looks to be a typewriter.,An old person dying.,Old person.,contradiction,entailment,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
A kid is using a screwdriver on what looks to be a typewriter.,An old person dying.,,contradiction,neutral,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
a woman wearing a purple dress with a blue backpack fixes her hair while wearing sunglasses,a woman going hiking,,neutral,entailment,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
a woman wearing a purple dress with a blue backpack fixes her hair while wearing sunglasses,a woman going hiking,a woman going dancing,neutral,contradiction,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
A group of older folks gather around a table looking off into the distance.,A group of people are sitting on a plane,,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
A group of older folks gather around a table looking off into the distance.,A group of people are sitting on a plane,A group of people are on the balcony of an office building,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
The blond man is dancing with a woman outside.,The man is outdoors.,The man is indoors.,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
The blond man is dancing with a woman outside.,The man is outdoors.,The man does not outside.,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
Two young people serve food.,The young people are in a libray,Two young people serve food while the young people are eating dinner.,contradiction,neutral,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
Two young people serve food.,The young people are in a libray,,contradiction,entailment,Two people are sitting under a tent while another stands. Two people sitting under a tent while another bakes a cake.
a young boy carrying a large soccer ball with a soccer feild in the background,A boy is holding a soccer ball.,An boy kicking a soccer ball in the rain.,entailment,neutral,A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal. a girl gets ready to kick a ball
a young boy carrying a large soccer ball with a soccer feild in the background,A boy is holding a soccer ball.,A man is taking a baby tennis ball.,entailment,contradiction,A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal. a girl gets ready to kick a ball
Two scientists research biology in a lab.,Doctors are helping patients in the emergency room.,,contradiction,entailment,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
Two scientists research biology in a lab.,Doctors are helping patients in the emergency room.,are helping patients in the emergency room.,contradiction,neutral,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
Two women are doing dishes in their kitchen.,They are almost done with the dishes,They are done with the dishes.,neutral,entailment,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
Two women are doing dishes in their kitchen.,They are almost done with the dishes,,neutral,contradiction,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
Three young girls are walking together down the sidewalk.,People are on concrete,They're walking together on the sidewalk.,entailment,neutral,People walking through dirt. People are outside.
Three young girls are walking together down the sidewalk.,People are on concrete,People are on grass.,entailment,contradiction,People walking through dirt. People are outside.
People gather at a vintage ice cream truck to receive traditional ice cream.,The people are enjoying a stroll through the park.,,contradiction,neutral,Man looking at a woman that is smoking on the sidewalk. Men play bingo at shady tables in a local community park.
People gather at a vintage ice cream truck to receive traditional ice cream.,The people are enjoying a stroll through the park.,,contradiction,entailment,Man looking at a woman that is smoking on the sidewalk. Men play bingo at shady tables in a local community park.
A man dressed in orange speaks to a small outdoor crowd at a festival.,A clown performs for a crowd.,,neutral,contradiction,"A man wearing a top-hat, blue plaid pajama pants, a white shirt, and gold embroidered vest stands in front of an American Flag under a colorfully painted street-front, and speaks to a crowd from a microphone. A man is singing the national anthem"
A man dressed in orange speaks to a small outdoor crowd at a festival.,A clown performs for a crowd.,A man dressed in orange speaks to a small outdoor crowd at a festival.,neutral,entailment,"A man wearing a top-hat, blue plaid pajama pants, a white shirt, and gold embroidered vest stands in front of an American Flag under a colorfully painted street-front, and speaks to a crowd from a microphone. A man is singing the national anthem"
A child smiling in a park,A child is riding a bike through the park.,A child is riding a bike through the park,neutral,entailment,a girl wearing pink shoes jumps off a swing in a park. The girl is wearing a pink ribbon.
A child smiling in a park,A child is riding a bike through the park.,A child is not in the park.,neutral,contradiction,a girl wearing pink shoes jumps off a swing in a park. The girl is wearing a pink ribbon.
An older man with glasses raises his eyebrows in surprise.,The man has no glasses.,,contradiction,neutral,A older gentleman finds it humorous that he is getting his picture taken while doing his laundry. two ladies pin clothes to dry
An older man with glasses raises his eyebrows in surprise.,The man has no glasses.,The man is glasses,contradiction,entailment,A older gentleman finds it humorous that he is getting his picture taken while doing his laundry. two ladies pin clothes to dry
A young couple conversing inside a hip dance club.,A black couple chat inside a hip hop club.,,neutral,contradiction,Four black teenagers are playing basketball inside a gymnasium while another one watches. Four teenagers practicing for a basketball game.
A young couple conversing inside a hip dance club.,A black couple chat inside a hip hop club.,The couple are talking inside a hip hop club.,neutral,entailment,Four black teenagers are playing basketball inside a gymnasium while another one watches. Four teenagers practicing for a basketball game.
The man on the bike is writing off road in the countryside.,The countryside is perfect for biking.,The man from biking is perfect for riding into.,neutral,entailment,A man sits on a bench beside his bike while viewing the scenery around him overlooking a busy city. The man is tired from riding his bike.
The man on the bike is writing off road in the countryside.,The countryside is perfect for biking.,The man on the bike is writing off road in the cityscape.,neutral,contradiction,A man sits on a bench beside his bike while viewing the scenery around him overlooking a busy city. The man is tired from riding his bike.
A young couple playfully playing in the subway.,A black couple run for the train.,Friends playfully playing in the street.,neutral,entailment,Friends running a race hand in hand. people running holding hands because they are in love
A young couple playfully playing in the subway.,A black couple run for the train.,,neutral,contradiction,Friends running a race hand in hand. people running holding hands because they are in love
People are parasailing on a clear day.,The people are parasailing,The people are parasailing on a dark day.,entailment,contradiction,Three people are kayaking in dark waters. Three people are in a boat.
People are parasailing on a clear day.,The people are parasailing,The people are not parasailing,entailment,neutral,Three people are kayaking in dark waters. Three people are in a boat.
Two firefighters hosing down something.,The firefighters are taking a break.,The firefighters are hosing down something. The firefighters keep hosing that down.,contradiction,neutral,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
Two firefighters hosing down something.,The firefighters are taking a break.,,contradiction,entailment,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
A man wearing black shorts with white stripes is diving into some water.,A man jumps.,,entailment,neutral,A rescue diver just getting out of the dirty water. The rescue diver is emerging from the dirty water.
A man wearing black shorts with white stripes is diving into some water.,A man jumps.,A man,entailment,contradiction,A rescue diver just getting out of the dirty water. The rescue diver is emerging from the dirty water.
Two men fighting in front of an audience.,Two men fighting in front of people.,Two woman fighting in front of audience.,entailment,contradiction,Man standing on a tricycle riding in front of a crowd. A man is on a bike.
Two men fighting in front of an audience.,Two men fighting in front of people.,,entailment,neutral,Man standing on a tricycle riding in front of a crowd. A man is on a bike.
"This man with a white hard hat, and gray vest, and long-sleeve shirt is standing on top of a roof.",A man is standing on a roof.,,entailment,neutral,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
"This man with a white hard hat, and gray vest, and long-sleeve shirt is standing on top of a roof.",A man is standing on a roof.,The man is standing on a roof. The man on a roof. A man is standing on a roof. is standing on a roof. The man on a roof. a roof.,entailment,contradiction,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
The skateboarder rides near a small cone.,The skateboarder walks on the beach while carrying his skateboard.,The skateboarder rides near a small cone while carried his skateboard.,contradiction,neutral,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
The skateboarder rides near a small cone.,The skateboarder walks on the beach while carrying his skateboard.,,contradiction,entailment,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
"A woman wearing sunglasses and a blue shirt, selling sea shells, looks at an older man wearing a black shirt and a cap.","A lady wearing glasses and a blue top,selling shells,looks at an elderly man who is in black.","A lady wearing glasses and a blue top,selling shells,looks at an elderly man who is in black.",entailment,neutral,Brown-haired woman talking to man with backpack. A woman is talking to a man
"A woman wearing sunglasses and a blue shirt, selling sea shells, looks at an older man wearing a black shirt and a cap.","A lady wearing glasses and a blue top,selling shells,looks at an elderly man who is in black.",,entailment,contradiction,Brown-haired woman talking to man with backpack. A woman is talking to a man
The back of a man with gray hair and a cloth grocery bag with a saw and tools.,The man is carrying a bucket of water in each hand.,,contradiction,neutral,A older gentleman finds it humorous that he is getting his picture taken while doing his laundry. two ladies pin clothes to dry
The back of a man with gray hair and a cloth grocery bag with a saw and tools.,The man is carrying a bucket of water in each hand.,The man with gray hair and a cloth grocery bag with a saw and tools is carrying a bucket of water on his shoulders.,contradiction,entailment,A older gentleman finds it humorous that he is getting his picture taken while doing his laundry. two ladies pin clothes to dry
A man plays the guitar on a rainy sidewalk.,monkey runs,A man plays the guitar on a rainy sidewalk. ,contradiction,neutral,A man playing a banjo near a tree at an outdoor event. The man is playing a cello inside.
A man plays the guitar on a rainy sidewalk.,monkey runs,The monkey runs inside.,contradiction,entailment,A man playing a banjo near a tree at an outdoor event. The man is playing a cello inside.
A woman wearing a black shirt and holding a red plastic cup sits on a bench in front of a Cigar Company while a man wearing sunglasses and black clothing sits in a wood chair next to her.,Two people sit together infront of a buisness.,,entailment,contradiction,Two people are sitting next to a wood-stacked campfire at night. People are sitting outside at night.
A woman wearing a black shirt and holding a red plastic cup sits on a bench in front of a Cigar Company while a man wearing sunglasses and black clothing sits in a wood chair next to her.,Two people sit together infront of a buisness.,Two people sit separately in back of a buisness.,entailment,neutral,Two people are sitting next to a wood-stacked campfire at night. People are sitting outside at night.
An all-male band performing in tutus,There are men wearing tutus.,,entailment,neutral,A band performing on the corner of the street. The band is performing outdoors.
An all-male band performing in tutus,There are men wearing tutus.,"The band is performing and appears to be heading towards the indoor exit. [/bug] """,entailment,contradiction,A band performing on the corner of the street. The band is performing outdoors.
A little girl is licking a dinner plate and getting food all over her face.,A baby is enjoying her food and starts licking her dinner plate with food all over her face,A baby is enjoying her food and starts licking her dinner plate with food all over her face,entailment,neutral,A toddler is playing with colorful plastic building toys. A human playing
A little girl is licking a dinner plate and getting food all over her face.,A baby is enjoying her food and starts licking her dinner plate with food all over her face,A baby is enjoying her food and started not licking dinner plate with food all over her face.,entailment,contradiction,A toddler is playing with colorful plastic building toys. A human playing
A man and a boy set up a grill on a sunny day.,A father and son setting up a grill on a sunny friday.,,neutral,entailment,Two people are sitting under a tent while another stands. People sitting under a tent are cold while the other stands and tries to start a fire.
A man and a boy set up a grill on a sunny day.,A father and son setting up a grill on a sunny friday.,Two men and a woman set up a barbecue for a party. The father and son set up the barbecue on a sunny sunday.,neutral,contradiction,Two people are sitting under a tent while another stands. People sitting under a tent are cold while the other stands and tries to start a fire.
"Two people, one wearing a blue suit and the other one wearing orange is sitting in an audience.",The people are at a movie theater.,"Two people, one wearing a blue suit and the other one wearing orange is sitting in an audience. Movie.",neutral,entailment,People laying in massage chairs. People enjoy the demo of the stores new massage chairs.
"Two people, one wearing a blue suit and the other one wearing orange is sitting in an audience.",The people are at a movie theater.,,neutral,contradiction,People laying in massage chairs. People enjoy the demo of the stores new massage chairs.
A young girl skiing along side an adult,The young girl is the adult's child.,The young girl is the adult's children.,neutral,entailment,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
A young girl skiing along side an adult,The young girl is the adult's child.,are the adult's child.,neutral,contradiction,"A girl in a green knit cap stands ready to push a sled, with a little boy behind her. A sad girl in a green knit cap stands ready to push a sled, with a little boy behind her."
A group of people working to package the drink.,A group of dogs working to package the food.,A group of dogs working to package the food.,contradiction,neutral,Two children plus two dachshunds get ready for a sleepover. The children are feeding the dogs
A group of people working to package the drink.,A group of dogs working to package the food.,A group of people working to package the drink and food.,contradiction,entailment,Two children plus two dachshunds get ready for a sleepover. The children are feeding the dogs
Two kayakers interrupt a race and are about to hit competitors of the race.,Two men on kayaks disrupt boat race,A man on yacht disrupts boat race,neutral,contradiction,A man is navigating a boat. A man is steering a large yacht down the lake.
Two kayakers interrupt a race and are about to hit competitors of the race.,Two men on kayaks disrupt boat race,,neutral,entailment,A man is navigating a boat. A man is steering a large yacht down the lake.
A little girl wearing a helmet pedals her bike down the street.,The girl is learning how to ride a bike.,,neutral,contradiction,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
A little girl wearing a helmet pedals her bike down the street.,The girl is learning how to ride a bike.,,neutral,entailment,A young blond girl with a red and blue mark on her cheek. a young girl with a bruise on her face
Skateboarders are doing tricks on a staircase next to mirror buildings.,The skateboarders are doing tricks.,,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
Skateboarders are doing tricks on a staircase next to mirror buildings.,The skateboarders are doing tricks.,The skateboarders are doing tricks.,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
A man in a small bathing suit talks to another man on the beach in front of a beach patrol stand.,A man has a small bathing suit.,,entailment,contradiction,"A man at the beach, building a sand castle. The sand castle down on the beach was made by that man."
A man in a small bathing suit talks to another man on the beach in front of a beach patrol stand.,A man has a small bathing suit.,The sand castle down on the beach was made by that lomg haired man.,entailment,neutral,"A man at the beach, building a sand castle. The sand castle down on the beach was made by that man."
"A man in purple, white, and yellow on stilts.",A man on stilts in a parade.,,neutral,contradiction,This is a man in a photo booth. A man in a photo booth at a carnival.
"A man in purple, white, and yellow on stilts.",A man on stilts in a parade.,,neutral,entailment,This is a man in a photo booth. A man in a photo booth at a carnival.
A woman in a black jacket kneeling and pointing.,A woman is wearing clothes.,,entailment,contradiction,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
A woman in a black jacket kneeling and pointing.,A woman is wearing clothes.,"A man, dark-skinned, standing in the foreground.",entailment,neutral,"A woman is standing near the water, looks to be throwing something. A woman is close to the water."
"A boy wearing a bike helmet, jeans, and a striped shirt and a girl wearing a green shirt and jeans ride bikes with training wheels down a sidewalk.",a boy is learning how to drive a car,,contradiction,entailment,A boy in an orange shirt sells fruit from a street cart. A boy wears a blue shirt and sings in the rain.
"A boy wearing a bike helmet, jeans, and a striped shirt and a girl wearing a green shirt and jeans ride bikes with training wheels down a sidewalk.",a boy is learning how to drive a car,A boy is learning how to drive a car.,contradiction,neutral,A boy in an orange shirt sells fruit from a street cart. A boy wears a blue shirt and sings in the rain.
A snowboarder jumps over a wooden structure,a snowboarder is practicing,a snowboarder is crashing,neutral,contradiction,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
A snowboarder jumps over a wooden structure,a snowboarder is practicing,,neutral,entailment,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
A girl in a white dress high up hanging from straps.,A girl in a white dress sitting on the ground.,A girl in a white dress high up hanging from straps.,contradiction,entailment,A girl in blue rides a horse over a tall jump. A girl is walking her dog down the street.
A girl in a white dress high up hanging from straps.,A girl in a white dress sitting on the ground.,,contradiction,neutral,A girl in blue rides a horse over a tall jump. A girl is walking her dog down the street.
A band with 2 singers and 2 guitar players is performing on a stage.,A band with four members performing on an outdoor stage in a packed area.,,neutral,entailment,A group of young people with instruments are on stage. People are performing as a band for a crowd.
A band with 2 singers and 2 guitar players is performing on a stage.,A band with four members performing on an outdoor stage in a packed area.,A band with 2 singers and 2 guitar players is performing on a stage. A group of young people with instruments are on stage.,neutral,contradiction,A group of young people with instruments are on stage. People are performing as a band for a crowd.
A boy sits under a bear with Einstein's picture on it.,A boy in a museum.,,neutral,entailment,Two people are sitting under a tent while another stands. People sitting under a tent are cold while the other stands and tries to start a fire.
A boy sits under a bear with Einstein's picture on it.,A boy in a museum.,,neutral,contradiction,Two people are sitting under a tent while another stands. People sitting under a tent are cold while the other stands and tries to start a fire.
Two identically dressed dancers performing on a dark stage.,A man learns to cook.,,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
Two identically dressed dancers performing on a dark stage.,A man learns to cook.,,contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
"Two men gesture at each other, while a third plays guitar.",The third is playing a piano.,The third is playing the guitar. ,contradiction,neutral,A man playing a banjo near a tree at an outdoor event. The man is playing a cello inside.
"Two men gesture at each other, while a third plays guitar.",The third is playing a piano.,,contradiction,entailment,A man playing a banjo near a tree at an outdoor event. The man is playing a cello inside.
A group of people singing and playing musical instruments on stage.,They are stomping on their instruments.,They are not stomping instruments.,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
A group of people singing and playing musical instruments on stage.,They are stomping on their instruments.,They are stomping on their instruments.,contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
