Unnamed: 0,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
3086,A boy lying on a floral department store couch with his feet in a girl's lap.,A boy is lying on a couch.,A boy is sitting on a chair.,entailment,contradiction,A little boy bowls in a carpeted hallway. A boy is bowling.
3087,A boy lying on a floral department store couch with his feet in a girl's lap.,A boy is lying on a couch.,The boy is sitting.,entailment,neutral,A little boy bowls in a carpeted hallway. A boy is bowling.
3088,Three people stand in line waiting to buy something to eat at a fair booth selling Martins' Famous Louisiana Sausage's (sic).,Three hungry people at a fair wait for their sausages.,Three full people at a fair wait for their salads.,entailment,contradiction,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
3089,Three people stand in line waiting to buy something to eat at a fair booth selling Martins' Famous Louisiana Sausage's (sic).,Three hungry people at a fair wait for their sausages.,Three people wait for their food at a fair booth.,entailment,neutral,"A restaurant front line, with a warmer in the front and a person in a red Coca Cola shirt cooking. A person is wearing a Coca Cola shirt."
3090,"A little boy, playing t-ball on a sunny day with his dad watching from behind the fence.",A little boy is playing on his t ball team and his dad is watching him.,A little boy is playing against his t-ball team and his dad is ignoring him.,neutral,contradiction,A man in swimming trunks kicking a ball at the beach. A man wearing swimming trunks kicks a ball around with his son at the beach.
3091,"A little boy, playing t-ball on a sunny day with his dad watching from behind the fence.",A little boy is playing on his t ball team and his dad is watching him.,The little boy is playing t-ball on a sunny day with his dad watching from behind the fence.,neutral,entailment,A man in swimming trunks kicking a ball at the beach. A man wearing swimming trunks kicks a ball around with his son at the beach.
3092,Three asian woman wearing white.,Three woman are wearing solid blue.,Three woman are wearing white.,contradiction,entailment,"Two women both in sandals, one in a green hat is tying the other woman's dress strap. Two men are getting dressed."
3093,Three asian woman wearing white.,Three woman are wearing solid blue.,The three women are wearing clothing.,contradiction,neutral,"Two women both in sandals, one in a green hat is tying the other woman's dress strap. Two men are getting dressed."
3094,A small crowd of businessmen wait for their subway train.,A small crowd of businessmen are walking along the street heading to a meeting,A small crowd of businessmen wait for their subway train.,contradiction,entailment,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
3095,A small crowd of businessmen wait for their subway train.,A small crowd of businessmen are walking along the street heading to a meeting,The businessmen are heading to a meeting.,contradiction,neutral,Two hikers walk along a path adjacent to an old wall. Two men sit at desks
3096,A man in period clothing stands behind a bar.,A woman is sitting at a table.,The woman is seated.,contradiction,neutral,Man dressed in business casual attire playing the saxophone with the rest of a band. Man dressed in business casual attire playing the oboe with the rest of a band.
3097,A man in period clothing stands behind a bar.,A woman is sitting at a table.,A woman is sitting at the bar.,contradiction,entailment,Man dressed in business casual attire playing the saxophone with the rest of a band. Man dressed in business casual attire playing the oboe with the rest of a band.
3098,"Six women in what appears to be a roller derby match, with bleachers and onlookers in the background.",Some people are eating in a quiet cafe.,Some people are watching a roller derby match with bleachers and onlookers in the background.,contradiction,entailment,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
3099,"Six women in what appears to be a roller derby match, with bleachers and onlookers in the background.",Some people are eating in a quiet cafe.,People are enjoying a venue.,contradiction,neutral,A woman is eating at a table as people walk by. A woman is typing on her computer while drinking coffee.
3100,A girl with a backpack runs down the street.,A girl wears a backpack.,A boy does not wear a backpack.,entailment,contradiction,The girl in yellow shorts and white jacket has a tennis ball in her left pocket. A girl with a tennis ball in her pocket.
3101,A girl with a backpack runs down the street.,A girl wears a backpack.,A girl carries a backpack.,entailment,neutral,The girl in yellow shorts and white jacket has a tennis ball in her left pocket. A girl with a tennis ball in her pocket.
3102,Men playing soccer in a field,Men are playing soccer while wearing tights and pretending to be superman.,The men are playing in a field.,contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
3103,Men playing soccer in a field,Men are playing soccer while wearing tights and pretending to be superman.,Men are playing soccer in a field.,contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
3104,A large group of close together cyclists in the middle of a road race.,The cyclists are riding the team bus to their race.,These cyclists are traveling to the race.,contradiction,neutral,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
3105,A large group of close together cyclists in the middle of a road race.,The cyclists are riding the team bus to their race.,The cyclists are riding their bikes to the race location.,contradiction,entailment,"two bicyclists in spandex and helmets in a race pedaling uphill. The two bicyclists cross each and give each a high five as one pedals uphill, and the other downhill."
3106,A small child stepping away from a crowd-lined street in front of a band marching in a parade.,There is a kid leading a parade.,There is no kid watching a parade.,neutral,contradiction,A woman wearing a red scarf raises her hand as she walks in a parade. A woman raises her hand as she walks in a parade for St. Patrick's Day.
3107,A small child stepping away from a crowd-lined street in front of a band marching in a parade.,There is a kid leading a parade.,A child is,neutral,entailment,A woman wearing a red scarf raises her hand as she walks in a parade. A woman raises her hand as she walks in a parade for St. Patrick's Day.
3108,A check with a green shirt uses a blowtorch on some food.,The check is using a blowtorch to sear some meat.,The check is using a blowtorch to cook some meat.,neutral,entailment,Two people are sitting under a tent while another stands. People sitting under a tent are cold while the other stands and tries to start a fire.
3109,A check with a green shirt uses a blowtorch on some food.,The check is using a blowtorch to sear some meat.,A person is cooking vegetables with a blowtorch.,neutral,contradiction,Two people are sitting under a tent while another stands. People sitting under a tent are cold while the other stands and tries to start a fire.
3110,A red-haired man in white pants glances at a couple sitting on a step.,The man is looking at a couple.,The man is ignoring a couple.,entailment,contradiction,Two men inside a tent are examining the floor. men looking at the floor
3111,A red-haired man in white pants glances at a couple sitting on a step.,The man is looking at a couple.,A man is looking in their direction.,entailment,neutral,Two men inside a tent are examining the floor. men looking at the floor
3112,two men sit at a encripted stone in the mountains.,The men are outside in the mountains.,Some men are around a mountainous area.,entailment,neutral,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
3113,two men sit at a encripted stone in the mountains.,The men are outside in the mountains.,The men are inside a valley.,entailment,contradiction,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
3114,An Asian storefront with bikes and people walking.,A store offering a massive sale.,An Asian store with bikes and people walking.,neutral,entailment,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
3115,An Asian storefront with bikes and people walking.,A store offering a massive sale.,A store offering no sale.,neutral,contradiction,The woman in the black shirt attempts to find her bike in the midst of the crowded street. A woman wearing a short skirt is on a crowded street.
3116,Two people street cleaning by hand and with machine.,The street is big.,The street is big and needs to be cleaned regularly.,neutral,entailment,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
3117,Two people street cleaning by hand and with machine.,The street is big.,The street is small.,neutral,contradiction,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
3118,A little girl wears a Dora the Explorer outfit while scrubbing rocks in a tub with a toothbrush.,A girl wearing a Barney outfit scrubs rocks in the tub with a sponge,A child cleans objects in water.,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
3119,A little girl wears a Dora the Explorer outfit while scrubbing rocks in a tub with a toothbrush.,A girl wearing a Barney outfit scrubs rocks in the tub with a sponge,A little girl scrubbing rocks in a tub with a sponge.,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
3120,A man in a pointed hat carries many large bags full of food down a city street.,A man is carrying groceries home to his family.,The man in a pointed hat is carrying many large bags full of food down a city street.,neutral,entailment,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
3121,A man in a pointed hat carries many large bags full of food down a city street.,A man is carrying groceries home to his family.,A woman is carrying a small purse to a remote village.,neutral,contradiction,"A man in an apron sits at a table in front of a restaurant, while another man crosses the street with a purple gift bag and rolling luggage. The waiter takes a break after cleaning up the cafe, and the last customer leaves."
3122,Two young girls dressed in winter clothes play in a mound of snow.,Two young boys dressed in winter clothes play in a mound of snow.,Two children wearing warm attire engage in winter activities.,contradiction,neutral,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
3123,Two young girls dressed in winter clothes play in a mound of snow.,Two young boys dressed in winter clothes play in a mound of snow.,Two young girls dressed in winter clothes play in a mound of snow.,contradiction,entailment,Two children playing on the floor with toy trains. The girls slept on the floor next to the toys.
3124,Two women in white lab coats examine a dyed area on a cluster of cells using a projector.,Two women use a projector.,The women are using a projector.,entailment,neutral,two women in lab coats looking on a image projected on the wall. Some women are in a lab setting.
3125,Two women in white lab coats examine a dyed area on a cluster of cells using a projector.,Two women use a projector.,Two women do not use a projector.,entailment,contradiction,two women in lab coats looking on a image projected on the wall. Some women are in a lab setting.
3126,A woman in a short red dress and black boots stands while playing an electrified red cello.,A man dressed all in black charges forward towards a park bench.,The man wearing black approaches in the park.,contradiction,neutral,A man playing a banjo near a tree at an outdoor event. The man is playing a cello inside.
3127,A woman in a short red dress and black boots stands while playing an electrified red cello.,A man dressed all in black charges forward towards a park bench.,A woman wearing a short red dress and black boots stands while playing an electrified red cello.,contradiction,entailment,A man playing a banjo near a tree at an outdoor event. The man is playing a cello inside.
3128,Two persons are examining a bicycle that is upside down on some asphalt in front of somebody's yard and home.,The person is examining a bike.,People are examining bikes.,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
3129,Two persons are examining a bicycle that is upside down on some asphalt in front of somebody's yard and home.,The person is examining a bike.,People are looking at a bicycle.,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
3130,Two people leaning over a fence looking at the water.,People are kayaking in the water.,The people are near the water.,contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
3131,Two people leaning over a fence looking at the water.,People are kayaking in the water.,People are looking at the water.,contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
3132,A man in a red apron displays a gourmet plated entree.,The man displayed a sculpture.,A man presented a dish.,contradiction,neutral,Man reading a book while working as a street vendor. A man flies a kite.
3133,A man in a red apron displays a gourmet plated entree.,The man displayed a sculpture.,The man in a red apron displayed a gourmet plated entree.,contradiction,entailment,Man reading a book while working as a street vendor. A man flies a kite.
3134,A lady brings a drink to a seated couple comprised of a woman wearing a long white dress and a man in a dark suit.,A waitress serves a drink.,A person gives a drink.,entailment,neutral,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
3135,A lady brings a drink to a seated couple comprised of a woman wearing a long white dress and a man in a dark suit.,A waitress serves a drink.,A customer consumes a drink.,entailment,contradiction,"A man and a woman seated at a table, having drinks and deep in conversation. Two people are speaking with each other."
3136,"A man on crutches in a red, blue, and white uniform is standing on a football field looking up at the sky.",The man was happy to be standing on a football feild,,neutral,entailment,An Indian man standing on the bank of a river. He is fishing.
3137,"A man on crutches in a red, blue, and white uniform is standing on a football field looking up at the sky.",The man was happy to be standing on a football feild,The man is not unhappy to be sitting on a bench.,neutral,contradiction,An Indian man standing on the bank of a river. He is fishing.
3138,A dog and sand blowing in the wind,A dog chews the side of the a couch.,The dog plays.,contradiction,neutral,A dog catching a Frisbee. A dog eating food.
3139,A dog and sand blowing in the wind,A dog chews the side of the a couch.,A dog is chewing something.,contradiction,entailment,A dog catching a Frisbee. A dog eating food.
3140,Two women are shaking hands on a tennis court.,Two woman before a tennis match.,Two women are shaking hands during a tennis tournament.,neutral,entailment,A man in red and black about to strike a tennis ball. A man is a tennis pro.
3141,Two women are shaking hands on a tennis court.,Two woman before a tennis match.,Two men are shaking hands during a basketball game.,neutral,contradiction,A man in red and black about to strike a tennis ball. A man is a tennis pro.
3142,A man in all black clothing shoveling snow from a sidewalk.,The guy is shoveling the snow outside has blue clothing.,The man is shoveling the snow outside has a different color clothing.,contradiction,neutral,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
3143,A man in all black clothing shoveling snow from a sidewalk.,The guy is shoveling the snow outside has blue clothing.,The guy is shoveling the snow outside has black clothing.,contradiction,entailment,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
3144,a family gathers for a nice meal in a comfortable home watching tv next to the fireplace.,The group is playing basketball.,The group is enjoying a different activity.,contradiction,neutral,Two children plus two dachshunds get ready for a sleepover. The children are feeding the dogs
3145,a family gathers for a nice meal in a comfortable home watching tv next to the fireplace.,The group is playing basketball.,The group is watching TV.,contradiction,entailment,Two children plus two dachshunds get ready for a sleepover. The children are feeding the dogs
3146,Two boys pose with an action hero.,Three people pose.,People stand.,entailment,neutral,Three young women pose for the camera at a parade. Three young women are dressed for the parade.
3147,Two boys pose with an action hero.,Three people pose.,No people pose.,entailment,contradiction,Three young women pose for the camera at a parade. Three young women are dressed for the parade.
3148,A rugby scrum is formed on field made almost entirely of mud.,The team is playing in heavy rain.,A team played in sunny weather.,neutral,contradiction,Seven people are riding bikes on a sandy track. The people are racing.
3149,A rugby scrum is formed on field made almost entirely of mud.,The team is playing in heavy rain.,,neutral,entailment,Seven people are riding bikes on a sandy track. The people are racing.
3150,"Three young children consisting of two girls and a boy who is holding an apple with a bite out of it, are posing on a scenic mountain view background.",The three young childeren were hold an apple with a bite on it,Three old adults are holding a banana with no bite on it.,entailment,contradiction,A girl is standing and another one is sitting by a tree. There are two girls.
3151,"Three young children consisting of two girls and a boy who is holding an apple with a bite out of it, are posing on a scenic mountain view background.",The three young childeren were hold an apple with a bite on it,The three young children are holding an apple.,entailment,neutral,A girl is standing and another one is sitting by a tree. There are two girls.
3152,"A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.",A man in a tricorn hat eating bananas under an umbrella.,A person wearing a hat is holding a banana near a basket.,contradiction,neutral,Man reading a book while working as a street vendor. A man flies a kite.
3153,"A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.",A man in a tricorn hat eating bananas under an umbrella.,,contradiction,entailment,Man reading a book while working as a street vendor. A man flies a kite.
3154,A man with saving cream on his face is having a kid scratch his head.,A child scratches a man's head while he is trying to shave.,An adult does not scratch a man's face while he is trying to shave.,entailment,contradiction,A young child wearing a pink top is with a female adult. A kid is with a woman.
3155,A man with saving cream on his face is having a kid scratch his head.,A child scratches a man's head while he is trying to shave.,A person touches a head while trying to shave.,entailment,neutral,A young child wearing a pink top is with a female adult. A kid is with a woman.
3156,A man is reading a newspaper on a subway.,A man is reading a newspaper on a bus.,The man is reading in a vehicle.,contradiction,neutral,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
3157,A man is reading a newspaper on a subway.,A man is reading a newspaper on a bus.,A man is reading a newspaper on a subway.,contradiction,entailment,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
3158,A man watches a girl jump into a pool.,The girl is jumping on a trampoline.,A girl is playing on a trampoline.,contradiction,neutral,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
3159,A man watches a girl jump into a pool.,The girl is jumping on a trampoline.,The girl is jumping into a pool.,contradiction,entailment,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
3160,many people gather outside.,group of people outdoors,A group of people are outdoors.,entailment,neutral,A group of people play a game in the road. people playing a game
3161,many people gather outside.,group of people outdoors,A single person is outdoors.,entailment,contradiction,A group of people play a game in the road. people playing a game
3162,An audacious motorcyclist who is zooming through a racetrack.,There is a motorcylist that is riding fast.,There is a motorcyclist that is riding slowly.,entailment,contradiction,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
3163,An audacious motorcyclist who is zooming through a racetrack.,There is a motorcylist that is riding fast.,A motorcyclist is driving.,entailment,neutral,a man doing tricks on a motorcycle. A guy does stunts on a motorbike.
3164,"A five-piece band, four of the men in red outfits and one of them in a leather jacket and jeans, perform on the sidewalk in front of a shop.",The band is performing.,A band is playing.,entailment,neutral,A band performing on the corner of the street. The band is performing outdoors.
3165,"A five-piece band, four of the men in red outfits and one of them in a leather jacket and jeans, perform on the sidewalk in front of a shop.",The band is performing.,The band is not performing.,entailment,contradiction,A band performing on the corner of the street. The band is performing outdoors.
3166,"A man in a park is leaning on a bar looking, towards the camera while a boy in the background is leaning over a bar, and a lady with a bag is reaching towards a girl.",The woman has cookies in her bag.,The woman has no cookies in no bag.,neutral,contradiction,This is a man in a photo booth. A man in a photo booth at a carnival.
3167,"A man in a park is leaning on a bar looking, towards the camera while a boy in the background is leaning over a bar, and a lady with a bag is reaching towards a girl.",The woman has cookies in her bag.,The lady with a bag is reaching towards a girl with cookies in her bag.,neutral,entailment,This is a man in a photo booth. A man in a photo booth at a carnival.
3168,A little girl sweeps a sidewalk.,A child sweeps the sidewalk outside the bakery.,An adult paints inside the bakery.,neutral,contradiction,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
3169,A little girl sweeps a sidewalk.,A child sweeps the sidewalk outside the bakery.,A little girl sweeps the sidewalk.,neutral,entailment,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
3170,The strong male partner in the water dancing team held his female partner above his head while she posed acrobatically over his head.,The man and woman are in bed asleep.,The man and woman are resting.,contradiction,neutral,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
3171,The strong male partner in the water dancing team held his female partner above his head while she posed acrobatically over his head.,The man and woman are in bed asleep.,The man and woman are in a private room together.,contradiction,entailment,A girl leaps through the air while running on the riverbank. The girl is asleep on the riverbank.
3172,A woman in a white shirt is speaking to an audience made up mostly of children.,A woman is in a room with only adults.,A woman is in a room with some children.,contradiction,entailment,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
3173,A woman in a white shirt is speaking to an audience made up mostly of children.,A woman is in a room with only adults.,The woman is in the same place with a mix of adults and children.,contradiction,neutral,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
3174,a couple kisses.,The people are punching each other,The people are touching each other.,contradiction,entailment,A husky and a black cat nuzzling. A cat attacks a dog.
3175,a couple kisses.,The people are punching each other,People are interacting.,contradiction,neutral,A husky and a black cat nuzzling. A cat attacks a dog.
3176,A picture of a sidewalk in a city with people and cars.,People like picture.,Some people appreciate pictures.,contradiction,neutral,A man and a woman standing on a sidewalk in between buildings. The sidewalk was deserted.
3177,A picture of a sidewalk in a city with people and cars.,People like picture.,People in the picture like picture.,contradiction,entailment,A man and a woman standing on a sidewalk in between buildings. The sidewalk was deserted.
3178,A woman is lying in a hospital bed.,The woman lays in the grass.,The woman lies in a hospital bed.,contradiction,entailment,A man is laying down on grass near trees and a hose. A man is in his bed.
3179,A woman is lying in a hospital bed.,The woman lays in the grass.,A woman is lying in the grass.,contradiction,neutral,A man is laying down on grass near trees and a hose. A man is in his bed.
3180,A group of people work in their shared urban garden as passersby watch.,The people are attending a meeting at city hall.,People are gathered.,contradiction,neutral,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
3181,A group of people work in their shared urban garden as passersby watch.,The people are attending a meeting at city hall.,The people are taking a break from work in their shared urban garden to attend a meeting at city hall.,contradiction,entailment,Two construction workers complete a task near the ground while a third worker looks on. Workers are on their way home.
3182,A man in a puffy black coat stands near a tree trunk while a woman in a white scarf stands next to him with her head slightly bowed.,two people are near a tree,One person is far from a tree.,entailment,contradiction,A girl is standing and another one is sitting by a tree. There are two girls.
3183,A man in a puffy black coat stands near a tree trunk while a woman in a white scarf stands next to him with her head slightly bowed.,two people are near a tree,People are nearby.,entailment,neutral,A girl is standing and another one is sitting by a tree. There are two girls.
3184,One man laying outside in the shade of a tree with a sunglasses on while reading a book.,The man was on vacation.,A man was at work.,neutral,contradiction,An elderly man sleeping in a outdoor chair while another woman sits next to him. A man and his wife are relaxing outside.
3185,One man laying outside in the shade of a tree with a sunglasses on while reading a book.,The man was on vacation.,The man laying outside in the shade of a tree was reading a book.,neutral,entailment,An elderly man sleeping in a outdoor chair while another woman sits next to him. A man and his wife are relaxing outside.
3186,A light tan cat laying down on a concrete ledge next to the bushes.,A cat is near some bushes.,A dog is far from some skyscrapers.,entailment,contradiction,A white cat sits on a wall. The cat is white.
3187,A light tan cat laying down on a concrete ledge next to the bushes.,A cat is near some bushes.,The cat is near the bushes.,entailment,neutral,A white cat sits on a wall. The cat is white.
3188,A man is standing on a ladder painting bricks,An old lady is standing on a ladder,An old lady is standing.,contradiction,neutral,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
3189,A man is standing on a ladder painting bricks,An old lady is standing on a ladder,An old lady is standing on a ladder painting bricks.,contradiction,entailment,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
3190,"A giant inflatable ball, taller than a man, is chased by two men in orange shirts.",two men chase 2 girls,Two people pursue two individuals.,contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
3191,"A giant inflatable ball, taller than a man, is chased by two men in orange shirts.",two men chase 2 girls,two men in orange shirts chase a giant inflatable ball,contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
3192,A race car is smoking on the track.,There is smoke by the car.,Smoke exists near the race track.,entailment,neutral,A large competition sailboat is surrounded by three small boats in the middle of the water. There are four boats in the middle of the water.
3193,A race car is smoking on the track.,There is smoke by the car.,There is no smoke by the car.,entailment,contradiction,A large competition sailboat is surrounded by three small boats in the middle of the water. There are four boats in the middle of the water.
3194,An older man at a train station reads the newspaper.,A man feeds birds at a park.,The man is feeding there.,contradiction,neutral,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
3195,An older man at a train station reads the newspaper.,A man feeds birds at a park.,An older man feeds birds at a park.,contradiction,entailment,A middle-aged man works under the engine of a train on rail tracks. A guy is driving to work.
3196,Two boys stand in the surf.,The boys are playing at the beach.,The boys are standing in the surf.,neutral,entailment,Three men and two women stand facing the ocean from the shore on a sunny day. People stand in the ocean waves.
3197,Two boys stand in the surf.,The boys are playing at the beach.,The boys are drowning in the ocean.,neutral,contradiction,Three men and two women stand facing the ocean from the shore on a sunny day. People stand in the ocean waves.
3198,A bridesmaid and groomsmen walk down the aisle.,Two people are in a church.,Two people are participating in a wedding ceremony in a church.,neutral,entailment,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
3199,A bridesmaid and groomsmen walk down the aisle.,Two people are in a church.,Many people are outside a church.,neutral,contradiction,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
3200,A child smiling in a park,A child is smiling in the park because he saw the Ice Iceream man.,A child is smiling in the park because he did not see the Ice Iceream man.,neutral,contradiction,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
3201,A child smiling in a park,A child is smiling in the park because he saw the Ice Iceream man.,A child is smiling in the park after seeing the Ice Cream man.,neutral,entailment,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
3202,Two children kick each other while being suspended from the ceiling.,The two kids hate each other.,,neutral,entailment,The little boy in jean shorts kicks the soccer ball. A little boy is playing soccer outside.
3203,Two children kick each other while being suspended from the ceiling.,The two kids hate each other.,The two friends love each other.,neutral,contradiction,The little boy in jean shorts kicks the soccer ball. A little boy is playing soccer outside.
3204,The people are getting ready for the show to begin.,People stare in awe at the movie screen.,The people are watching the movie.,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
3205,The people are getting ready for the show to begin.,People stare in awe at the movie screen.,People watch the show in awe.,contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
3206,A young boy in a green shirt is looking down and slightly smiling.,The boy is happy.,The boy looks happy.,neutral,entailment,A child wearing a green t-shirt takes his first steps across a playground bridge. A child holding playset railing to support himself.
3207,A young boy in a green shirt is looking down and slightly smiling.,The boy is happy.,The boy is crying.,neutral,contradiction,A child wearing a green t-shirt takes his first steps across a playground bridge. A child holding playset railing to support himself.
3208,A lady in a yellow tank and black pants is running in a marathon.,A person is running.,A person is participating in a marathon.,entailment,neutral,A woman in a red and white jacket riding a bicycle. a woman rides a bike
3209,A lady in a yellow tank and black pants is running in a marathon.,A person is running.,A dog is running.,entailment,contradiction,A woman in a red and white jacket riding a bicycle. a woman rides a bike
3210,A soccer game is played in a stadium filled with spectators.,A soccer game is currently happening.,A game is taking place.,entailment,neutral,A group of people play a game in the road. people playing a game
3211,A soccer game is played in a stadium filled with spectators.,A soccer game is currently happening.,A soccer game is not happening.,entailment,contradiction,A group of people play a game in the road. people playing a game
3212,A windsurfer speeds towards the beach.,The windsurfer is sitting on the beach.,A windsurfer is standing on the beach.,contradiction,neutral,A person in red playing football on the beach. There is someone surfing at the beach.
3213,A windsurfer speeds towards the beach.,The windsurfer is sitting on the beach.,The windsurfer is standing or approaching the beach.,contradiction,entailment,A person in red playing football on the beach. There is someone surfing at the beach.
3214,Young Asian girls rest along a river's edge.,The girls rested by the river,Boys played in a park.,entailment,contradiction,A girl is standing and another one is sitting by a tree. There are two girls.
3215,Young Asian girls rest along a river's edge.,The girls rested by the river,Some girls sat near water.,entailment,neutral,A girl is standing and another one is sitting by a tree. There are two girls.
3216,A girl jumps in the grass.,There is a girl jumping through a sprinkler in the yard.,There is no girl sitting on a bench in a library.,neutral,contradiction,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
3217,A girl jumps in the grass.,There is a girl jumping through a sprinkler in the yard.,The girl is jumping in the grass.,neutral,entailment,Little kids enjoy sprinklers by running through them outdoors. Children try to cool down on the lawn.
3218,A balding man in a suit sitting on a chair with one leg raised speaking into a mic.,A man delivering a lecture,A woman playing the guitar.,neutral,contradiction,"A man wearing a top-hat, blue plaid pajama pants, a white shirt, and gold embroidered vest stands in front of an American Flag under a colorfully painted street-front, and speaks to a crowd from a microphone. A man is singing the national anthem"
3219,A balding man in a suit sitting on a chair with one leg raised speaking into a mic.,A man delivering a lecture,The man is speaking into a mic.,neutral,entailment,"A man wearing a top-hat, blue plaid pajama pants, a white shirt, and gold embroidered vest stands in front of an American Flag under a colorfully painted street-front, and speaks to a crowd from a microphone. A man is singing the national anthem"
3220,Two kids wearing white robes are practicing martial arts; boy on the left has blond-hair and is blocking a punch thrown by the dark-haired boy on the right.,One of the boys practicing martial arts is wearing a black robe.,,contradiction,entailment,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
3221,Two kids wearing white robes are practicing martial arts; boy on the left has blond-hair and is blocking a punch thrown by the dark-haired boy on the right.,One of the boys practicing martial arts is wearing a black robe.,The boys practicing martial arts are wearing robes.,contradiction,neutral,A man and woman showing a small child how to use a gun. Parents teaching their child the alphabet with crayons
3222,Child holding an object that is on fire.,The child is playing with a sparkler,A child is crying while holding a book.,neutral,contradiction,Flaming are shooting from the rear of a race car. Flames are shooting from the rear of a race car as it takes off.
3223,Child holding an object that is on fire.,The child is playing with a sparkler,,neutral,entailment,Flaming are shooting from the rear of a race car. Flames are shooting from the rear of a race car as it takes off.
3224,"Multiple race cars seems to need tune ups, two yellow car one white and one black",The race cars are not running at optimum speeds.,The race cars are running at optimum speeds.,entailment,contradiction,"Four men riding in a gray, fast moving boat appear to be wearing vests. Four men ride in a fast boat."
3225,"Multiple race cars seems to need tune ups, two yellow car one white and one black",The race cars are not running at optimum speeds.,"Some race cars are running, but not at their best.",entailment,neutral,"Four men riding in a gray, fast moving boat appear to be wearing vests. Four men ride in a fast boat."
3226,"A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket in front of a white truck and orange pylons.",A street working is working on a building.,A person is working in a street.,neutral,entailment,A construction man appears to be staring at a device. The man is marveling at the technology.
3227,"A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket in front of a white truck and orange pylons.",A street working is working on a building.,A street worker is sitting on a couch.,neutral,contradiction,A construction man appears to be staring at a device. The man is marveling at the technology.
3228,"A young man shaves his face, while a girl behind him takes a picture in the mirror.",Two males enjoy shaving each other's bodies.,Two people are grooming each other.,contradiction,neutral,A older gentleman finds it humorous that he is getting his picture taken while doing his laundry. two ladies pin clothes to dry
